,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,first_doc,institution_id,ind_prod
2060,b9772b6f-d9de-4e0a-a0ed-be580224511b,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,2,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2061,af469380-34dd-441b-b7e8-2a8485b556f1,,,,4,,,,,2,,,,,1,Doutorado,,,1,7,2,7,,,,,2007,68125729-c357-4830-ba4d-ec3ca757c323,1.0
2062,f9661502-0e1d-40e9-90ba-127ee203cdc7,,,,,,,,1,,1,,,,,Mestrado,,,,,,,,32,,2,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.995
2063,5858b599-6845-47a3-84ee-47c8dcddea0d,,,,,,,,,,,,,,,,,,,,,,,,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2064,50dbcad3-ae44-4d8c-ac06-1da19352532b,,,,,,,,,,,,,,,,,,,,,,,,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2065,a0216e86-af8f-45a2-8cf5-5bcb6543cd7d,,,,,,,,,,,,,,,Doutorado,,2,,,,,,,,5,2022,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2066,1807eb35-de77-49bf-b826-0f076e66f68c,,,,,1,1,3,,1,1,,2,,,Doutorado,2,7,1,,,,,9,,,2020,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,5.245
2067,5bb1d3e2-0e3d-4435-b640-6825d5faab78,,,,1,1,1,2,,3,,2,,,1,Pós-Doutorado,,3,6,8,,,,2,,2,2016,68125729-c357-4830-ba4d-ec3ca757c323,5.375
2068,6eacfbb4-9a71-4b25-b776-8f5d3141c67c,2,,1,,7,12,6,5,3,,2,,2,2,Pós-Doutorado,4,15,3,16,2,15,,2,,,2004,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,27.125
2069,ae81a356-7292-4df1-bfea-d635153afa85,,,,2,,,,,,,,,,,Mestrado,,7,,,,,,21,,,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2070,50a7bc5e-bed8-4673-a680-1a072aef5721,,,,1,,1,,,3,,,,,,Doutorado,5,6,2,,,,,7,,3,2017,68125729-c357-4830-ba4d-ec3ca757c323,2.375
2071,9bd5a72d-f515-472b-81b8-ffd7cb9aee53,,,,,,,,,,,,,,,Mestrado,,,,,,,,5,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2072,fb262ea8-77f6-4ce0-b3e4-ffa928fc9c19,,,,,,,,,,,,,,,,,,,,,,,,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2073,d2551a18-a5d4-4d8d-8d5f-d79eb03655ab,,,,,4,,,1,1,1,,1,1,,Doutorado,,2,,,,,,17,,5,2023,08aa6e17-f9ae-4979-a399-5b32a506a15e,5.62
2074,5fe7d255-ee70-4bf6-9961-8ae792dc0f69,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2075,aca2cbb9-3348-4c8e-b221-61d370d3aae9,,,,5,,,,,,,,,,1,Mestrado,,,,,,,,1,,,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2076,32f4ef91-2aa2-46ce-aa85-cf9a220e3850,,1,,,,1,,,,,,,,,Doutorado,2,2,,,,,,,,,2010,498cadc8-b8f6-4008-902e-76281109187d,0.875
2077,2a5beb53-b696-4698-8853-138e017f50b4,,,,,,,,,,,,,,1,Mestrado,,,,,,,,4,,7,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2078,0962ace4-e111-4c1b-b8d0-62194e5263b7,,,,,,,,,,,,,,,Mestrado,2,3,,,,,,22,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2079,f92eb3e5-00bf-4a8e-bc7c-ee0ce54fdbcc,,,,3,1,,,,,,,,1,,Doutorado,1,2,2,6,,,,9,,2,2014,68125729-c357-4830-ba4d-ec3ca757c323,1.0
2080,6bc2944b-fe66-4905-a8e0-30fe5427a152,,,,,,,,,,1,,,,,Mestrado,,,,,,,,,,1,2023,68125729-c357-4830-ba4d-ec3ca757c323,0.37
2081,94d6c1db-a234-4c73-8a8a-cb0487f803c7,,,,3,,,,1,,,,,1,1,Mestrado,,1,,,,,,12,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.625
2082,722ab049-bc96-4a31-aeff-64bdcdf8f2b5,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2083,85d1a05a-b7dd-4189-bc2a-0784333b8e31,,,,,,,,,,,,,,,,,,,,,,,,,,2007,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2084,1126988b-1915-4873-83c6-3c7ef4c7eaad,,,,,,,,,,,,,,,Mestrado,,,,,,,,18,,,2014,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2085,43c47e89-3c75-4ff2-9a02-7124ae0d4467,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2086,60441d71-893c-412b-8791-82a66b0624b9,,,,,,2,1,1,,,1,,,,Doutorado,,,1,1,,,,5,,,2021,68125729-c357-4830-ba4d-ec3ca757c323,3.375
2087,49e98acc-4cce-46d2-8213-176111f8f7ba,,,,,,,,,,,,,,,Mestrado,,,,,,,,7,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2088,2170b819-735d-420f-98e2-dfe39d48b802,,,,,,,,,,,,,,,Doutorado,,,,,,,,2,,,2014,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2089,481bb242-d18b-4576-aa19-582e2e3608d2,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2090,17c3ab48-c0c7-40a2-84e9-da6f4410f8c4,,,,,,,,,1,,,,,,Mestrado,,2,,,,,,6,,2,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.5
2091,e2c4df8f-90a3-40be-a71f-bfcd51e7a92b,,,,,,,,,1,,,,1,1,Doutorado,3,11,,,,,,8,,1,2008,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.5
2092,23b9df4f-8963-4053-83e7-4e9e7b83a00d,,,,2,,,1,,1,,,,1,,Doutorado,,2,2,7,,,,31,,4,2012,68125729-c357-4830-ba4d-ec3ca757c323,1.25
2093,8bff269c-0c66-42d0-a293-90e334c01ffe,,,,,,,,,,,,,,,Especialização,,,,,,,,7,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2094,ea2622f3-2a0a-4eab-8908-50473ce48bb5,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,2017,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2095,828c83ff-eb27-4929-a724-267326d67e38,,,,,1,,1,,,,,,,,Doutorado,1,4,2,6,2,,,1,,,2011,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,1.75
2096,edd627f9-f61e-4869-ba4c-b6c02022856e,,,,24,1,4,1,2,1,5,2,,,5,Pós-Doutorado,,1,1,14,7,19,,2,,,2004,68125729-c357-4830-ba4d-ec3ca757c323,9.35
2097,23501c25-79fa-42c1-973a-2f3f9ffcb48d,,,,,,,,,,,,,3,,Doutorado,2,14,4,6,,,,7,,1,2013,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2098,57bf1778-81a8-4d4a-a56e-01f2a545d0b7,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,2005,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2099,c8977bfe-4013-4e2b-8261-f5772c0bba33,,,,,,1,,,,,,,,,Mestrado,,,,,,,,,,,2023,68125729-c357-4830-ba4d-ec3ca757c323,0.875
2100,fb65a361-ead5-463e-9841-4a5a077495e8,,,,,,,,,,,,,,,Doutorado,,,,1,,,,2,,,2008,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2101,733f4027-09e3-425c-9cdd-d7216856990c,,1,,4,,,4,4,3,1,2,1,8,1,Doutorado,,19,1,7,4,2,,1,,,2008,68125729-c357-4830-ba4d-ec3ca757c323,7.995
2102,9e44ebac-b22a-4dc7-8da6-1889d9413233,,,,,,,,,,,,,,,Doutorado,2,1,,,,,,,,1,2010,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2103,6a856b85-61fe-4835-a50d-9ca86b7e5827,,,,,,,,,,,,,,,Mestrado,,,,,,,,7,,8,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2104,ac083e64-09b2-4cb5-8ec4-d41d8434586c,,,,,1,,1,,,,,,,,Pós-Doutorado,2,3,,,,,,5,,,2010,08aa6e17-f9ae-4979-a399-5b32a506a15e,1.75
2105,99d0c57f-b8b8-45f4-a700-37c50765c1e1,,,,,,,,,,,,,,,,,,,,,,,,,,1996,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2106,c9bc2e98-fc2b-49fb-9809-2f4cd3735aa2,,,,2,,1,,,,,,,,,Doutorado,,,,,,,,15,,,2019,68125729-c357-4830-ba4d-ec3ca757c323,0.875
2107,614ae8f8-5bde-4f14-bf4a-49bd6425cec3,,,,1,,,,,,,,1,,,Doutorado,,,,,,,,1,,4,2021,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.125
2108,ef48b197-09ba-48d2-8893-5085ea9b1b0a,,,,,2,1,2,2,,1,1,,1,1,Doutorado,,6,3,24,,,,4,,1,2006,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,6.245
2109,486a879b-edaf-4c1c-8af3-7cd76120e503,,,,4,,,,3,2,,,,1,,Pós-Doutorado,,,3,18,4,,,21,,2,2007,08aa6e17-f9ae-4979-a399-5b32a506a15e,2.875
2110,291ea67e-1e4b-48d6-b60e-81c89d69ed0a,,,,3,,,,,,,,,,,Doutorado,3,7,,12,1,,,3,,,2002,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2111,1e0db524-99b6-463c-b354-884a2af31526,,,,1,,,,,,,,,1,,Pós-Doutorado,,1,,,,,,2,,1,2013,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2112,801a5b54-b6f8-44f2-b52a-8f78cbb9b5fb,,,,2,,,,3,1,1,,,2,2,Pós-Doutorado,,10,4,3,3,,,12,,3,2007,68125729-c357-4830-ba4d-ec3ca757c323,2.745
2113,b9e92b18-b33c-49e2-9ae3-ede1d60753bb,,,,2,,,,,,,,,,,Doutorado,,,,,,,,5,,,2004,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2114,df5fc16b-f0f3-46be-8988-35181eac0f71,,,,,,,,,1,,,,,,Mestrado,,,,,,,,5,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.5
2115,82d4c31c-de96-4f2d-ac80-5c5134c2506b,,,,,10,7,1,1,,,,,1,,Pós-Doutorado,,9,4,9,1,6,,1,,,2004,68125729-c357-4830-ba4d-ec3ca757c323,17.5
2116,3dc3c6fa-f282-4b29-aed9-0a1c4156b4c0,,,,,,,,,,1,1,,,,Doutorado,2,6,,2,,,,2,,,2012,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.62
2117,42cabb10-155e-48d6-91fb-8c2f496cf809,,,,,,,,,,,,,2,,Doutorado,2,15,2,1,,,,2,,2,2009,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2118,a425474d-6bc3-450b-a523-ac6251c60290,,,,,,,,,,,,,,,,,,,,,,,,,,2007,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2119,65c3e4ad-8934-4e74-8b68-0266dfa48c81,,,,,,4,3,2,1,1,,,,,Doutorado,4,20,4,22,7,2,,12,,,1996,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,7.87
2120,4613b8af-6041-42f8-b31e-206bdc2b419f,,,,,,,,,,,1,,3,2,Especialização,,,,,,,,1,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.25
2121,37f3f942-b721-48b8-990c-429080f8a16e,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,2008,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2122,549893cb-dcb3-4eae-8a40-51d4594006c4,,,,1,,,,,,,,,,1,Doutorado,2,,,,,,,4,,,2012,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2123,c98fabcf-8b8a-4af6-84a3-581eb4dd3fa3,,,,,,,,,,,,,,,Mestrado,,1,,,,,,1,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2124,21256072-58c9-4ae7-af1b-fd5eaa05996d,,,,1,,1,,,,,,,,1,Pós-Doutorado,,,1,,,,,11,,,2008,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.875
2125,1382ee84-759a-4a15-a1a8-573e9bc1c4e8,,,,,,,,,,,,,,,Doutorado,2,27,1,8,,3,,6,,,2009,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2126,60dd8934-e3eb-4baa-a012-14e429fcf83e,,,,3,,,,3,1,,1,,1,,Doutorado,,10,4,6,,,,7,,11,2015,68125729-c357-4830-ba4d-ec3ca757c323,2.625
2127,d2278888-1d64-4a93-a651-63a2df23bcd3,,,,,,,,,,2,,,,,Doutorado,,9,1,,,,,16,,,2021,68125729-c357-4830-ba4d-ec3ca757c323,0.74
2128,1d4ff741-1885-4315-a140-72feab82a41a,,,,2,,,,,,,,,,,Mestrado,,,,,,,,8,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2129,cb40c8f3-e2a9-41f4-bcf1-0a4febdb373b,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
2130,aa5594ab-1f01-4005-a060-77d46f077909,,,,1,,,,,,,2,,,,Mestrado,,,,,,,,1,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.5
2131,aa21d9a8-a64a-4e43-94b3-ce336bb97999,,,,,,,,,,,,,3,,Pós-Doutorado,,4,,1,,,,,,,2001,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2132,41082b1b-69c1-44f9-bfbd-a0da5ed453ae,,1,,3,7,3,1,5,4,,1,,2,5,Doutorado,2,21,3,4,2,,,26,,4,2018,68125729-c357-4830-ba4d-ec3ca757c323,15.75
2133,42ce26eb-135b-4a00-9d01-7a0530e0f871,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,1,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2134,38fb85fc-f76d-4f81-9cc7-61bee77d8e73,,,,1,,1,,,,,,,,,Doutorado,,,,,,,,2,,,2023,68125729-c357-4830-ba4d-ec3ca757c323,0.875
2135,387eeab7-a395-481b-b529-4381479b9f10,,2,,1,,,,1,2,,,,5,4,Doutorado,,22,,19,,,,2,,,2004,68125729-c357-4830-ba4d-ec3ca757c323,1.625
2136,fff2c8b6-3f5b-4514-a67a-649cfcc09cd9,1,,,2,1,1,,1,,,,,1,,Doutorado,,6,,5,,1,,2,,4,2005,68125729-c357-4830-ba4d-ec3ca757c323,2.5
2137,9a3fcca0-c3c4-4661-be74-7115e84cd4bb,,,,,,,,,1,,,,,1,Doutorado,1,2,,,,,,12,,1,2014,68125729-c357-4830-ba4d-ec3ca757c323,0.5
2138,a60ee4b6-3640-40cf-b5a3-d713acd8d795,,,,1,,,,,2,,,,,,Doutorado,,,1,2,,,,19,,1,2014,68125729-c357-4830-ba4d-ec3ca757c323,1.0
2139,5c9b3859-555c-419e-b4fa-1c8f09e9ee43,,,,1,2,,,4,2,1,,,4,,Pós-Doutorado,3,8,2,5,,,,2,,,2013,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,5.87
2140,7a29198f-fbd8-40b6-bc90-fe6dc7fa9898,,,,,,1,,1,,,,,,1,Mestrado,,,,,,,,2,,3,None,68125729-c357-4830-ba4d-ec3ca757c323,1.5
2141,403ae41a-ffa8-4826-8139-d098bbd75590,,,,,,,,,,,,,,,Mestrado,,,,,,,,6,,1,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2142,cf713b2f-e474-4127-8fb7-af1949e4d0af,,,,1,1,2,5,2,3,,,,,,Doutorado,,2,3,12,,,,5,,24,2014,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,9.25
2143,aad92670-5cc6-4387-b521-9644117fb8ca,,,,,,,,,,,,,,,Mestrado,,,,,,,,10,,7,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2144,93b30ba0-5e9c-48f4-bc0f-fbc32453a955,,,,,,,,,,1,,,2,,Doutorado,,,,,,2,,,,,2003,68125729-c357-4830-ba4d-ec3ca757c323,0.37
2145,eab40225-eee8-4642-9257-6209c617a903,,,,,,,,,,,,,,,Doutorado,5,,,,,,,,,2,2007,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2146,94c81313-923a-4e76-a7b5-363c8a40b6d2,,,,3,,,1,1,,,1,1,1,,Doutorado,,14,1,1,,,,11,,,2012,68125729-c357-4830-ba4d-ec3ca757c323,1.75
2147,1a69f1b4-5342-43e5-b556-0f4eac81f1a5,,,,,,,,,,,1,,,,Doutorado,3,2,,,,,,9,,1,2019,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.25
2148,e5a8a03d-1d34-4ec2-b625-6a0ce5f85ba2,,,,,,,,,,,,,,,Graduação,,,,,,,,,,8,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2149,b0ec50d9-d379-4ccb-a093-f9beca5269d7,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
2150,5c4fe00e-aabf-4b09-89b2-c988036a8ece,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2151,aa4fb2fc-1b01-4637-b9df-28643ae05e39,,,,,,,,3,,1,1,,,,Doutorado,5,17,,,,,,6,,5,2018,68125729-c357-4830-ba4d-ec3ca757c323,2.495
2152,58fced48-ff63-4cae-a62f-64624572a9b9,,,,,,,,,1,,,,1,1,Doutorado,,,,,,,,16,,,2015,68125729-c357-4830-ba4d-ec3ca757c323,0.5
2153,2ae8b3bc-04a6-4549-ab6c-6f53d4560d5b,,,,1,,,,,,,,,,,Doutorado,,1,,,,,,7,,1,2008,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2154,6647bfa5-b5f2-49c5-bafc-0d01b82f4311,,,,,,3,,3,,3,,,1,,Doutorado,,23,1,6,1,6,,9,,,2007,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,5.609999999999999
2155,5237129e-77aa-4c0f-b8a1-af5a1a8bd9bb,1,,,,1,4,,2,,,,,,,Doutorado,,15,2,5,2,1,,3,,,2017,08aa6e17-f9ae-4979-a399-5b32a506a15e,5.75
2156,c868858c-2609-432b-bcaf-f63b0575cb01,,,,,,,,,,,,1,,,Mestrado,,,,,,,,,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.125
2157,2c3a9955-a981-408e-97f5-e69529090b07,,,,,,,,,,,,,,,Mestrado,,,,,,,,5,,,2023,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2158,e8fdef31-25e5-4044-a1f9-2b65e50fb3b0,,,,2,,,,,,,1,,,,Mestrado,,,,,,,,,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.25
2159,e32ca0a0-8352-409e-9515-7387b55d6657,,,,4,,,,,,,,,,,Mestrado,,,2,3,2,,,9,,,2004,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2160,84c8893b-01cb-4988-b883-3f41f2389124,,,,1,,,,,,,,,,,Mestrado,,,,,,,,7,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2161,8ef83742-341c-4d5a-8c1a-123873587af6,,,,1,,,,,,,,,,,Doutorado,,,,,,,,1,,,2003,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2162,89c9d443-f12f-4f92-9451-a794c108b61d,,,,,,,,,,1,,,,,Mestrado,,,,,,,,5,,1,None,68125729-c357-4830-ba4d-ec3ca757c323,0.37
2163,f3337417-1f63-4f2a-9121-bdac5a6ba923,,,,8,,,,,,,,,,,Doutorado,16,7,14,5,,,,1,,,2009,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2164,19e8adef-5ab2-4cb1-911f-345ec2d01553,,,,2,,1,,,3,1,1,,,,Doutorado,2,9,,9,,,,13,,,2014,68125729-c357-4830-ba4d-ec3ca757c323,2.995
2165,fa96fb8c-0209-4385-9f55-e3ffa6e69d9c,,,,,,,,,,,,,,,Graduação,,,,,,,,,,1,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
2166,97ba0d3e-b976-4847-a080-426b48c062f4,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2167,e21f7e3a-667d-49da-aad6-bcc5a30cdd81,,,,,,,,,,,,,,,Pós-Doutorado,,,,,,,,,,,2012,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2168,7b69424a-fd96-49e9-a594-59d9bae850e2,,,,1,,,,,,1,,,,2,Mestrado,,,,,,,,6,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.37
2169,6ca0fbc7-736a-4a94-b6f9-b055af7873a6,,,,1,,,,,,,,,,,Doutorado,,,,,,,,1,,,2017,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2170,87d6162c-9769-4c37-b1fc-5288d53c5fcd,,,,,,,,,,,,,,,,,,,,,,,,,,2014,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2171,cc8a413a-9584-4285-9aa7-cdbc7192d2c8,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
2172,78ad8b08-8078-4dfe-98bc-0bceab075bbc,,,,,,1,,,,,,,,,Doutorado,,5,,,,,,6,,,2023,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.875
2173,2d158e17-18e4-47cf-8910-6420b4649621,,,,2,1,2,1,1,,2,1,,1,,Doutorado,,3,,,,,,5,,3,2019,68125729-c357-4830-ba4d-ec3ca757c323,5.115
2174,7cfb7c5c-9582-4823-b36b-c494255d7be8,,,,,,,,,,,,,7,,Especialização,,,,,,,,6,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2175,ffae3018-ea7f-4d37-8b25-0911cdf5b4ba,,,,,,1,,1,,,,,3,1,Doutorado,10,19,,1,,,,21,,12,2012,08aa6e17-f9ae-4979-a399-5b32a506a15e,1.5
2176,9bfae293-668c-4143-9e24-d31549f6ea67,,,,1,,,,1,,,,,1,,Mestrado,,,,,,,,6,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.625
2177,3ed62864-da89-4511-87a2-3d1b35f05576,,,,,2,1,2,,,,,,,,Pós-Doutorado,1,6,,,,,,3,,,2006,08aa6e17-f9ae-4979-a399-5b32a506a15e,4.375
2178,99ae0692-4c55-427f-93a5-e53a6c17a377,,,,1,,,1,,,,,,,,Doutorado,,,,,,,,,,,2014,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.75
2179,b5d45855-fa9c-4512-9abf-4fc8d9b36094,,,,21,,,,,,,,,,,Doutorado,,,,,,,,19,,,2015,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2180,018b335d-a673-4bbf-a231-4d12415dc38f,,,,1,,,3,2,1,,,3,,,Doutorado,,,,,,,,14,,2,2021,08aa6e17-f9ae-4979-a399-5b32a506a15e,4.375
2181,5bf304b0-d7e8-4743-9f41-747411b7aeef,,,,4,,2,,1,1,,,,,1,Doutorado,2,10,8,,,,,13,,4,2021,68125729-c357-4830-ba4d-ec3ca757c323,2.875
2182,091f88bf-f1ac-48a0-a1a3-d294aaa63929,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
2183,a78779b3-3a8b-4ecc-a3ca-4ff1344c0a20,,,,,,,,,,,,,,,,,,,,,,,,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2184,5089248a-d3a2-4f78-beaf-c72fe0c3eb80,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
2185,8dcbfea8-f36b-4f24-b383-7a4cce48d7b2,,1,,,,,,,,,,,,,Doutorado,5,11,,,,,,14,,,2017,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
2186,5402a25e-b69c-4fa2-a72f-c9928d899fe6,,,,,,,,,,1,,,,,Mestrado,,,,,,,,2,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.37
2187,8119af76-7bb6-4ffc-a8ed-9ccbefb92a6d,,,,,,,,,,1,,,,,Doutorado,11,14,,1,,,,4,,1,2017,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.37
2188,802cd83e-a1ec-4e41-a921-01ad06dc0765,,,,1,,1,,,1,4,,,,1,Pós-Doutorado,,,2,2,3,,,5,,2,2013,68125729-c357-4830-ba4d-ec3ca757c323,2.855
2189,49fe47ff-38d9-4878-b580-289b8720d10f,1,,,,1,,1,1,,,1,,,,Doutorado,1,4,1,1,,,,,,,2009,498cadc8-b8f6-4008-902e-76281109187d,2.625
2190,3438281b-9e34-46ba-8f97-f9c8e9a8bc4f,,,,,,,,1,,,,,,,Mestrado,,,,,,,,3,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.625
2191,064a78ac-17e8-4adc-b338-51669d9f8d92,,,,2,,,,2,4,2,,,2,1,Doutorado,,11,3,11,,,,22,,1,2014,68125729-c357-4830-ba4d-ec3ca757c323,3.99
2192,568c254f-9323-482f-9917-a3c265bbab66,,,,2,,,,1,,,,,,,Doutorado,,,3,6,,,,1,,,2018,68125729-c357-4830-ba4d-ec3ca757c323,0.625
2193,8f84c4f9-647a-4c0f-9269-2607e0e032b3,,,,3,4,,4,9,26,7,4,3,19,2,Doutorado,1,24,4,17,9,11,,5,,4,2003,08aa6e17-f9ae-4979-a399-5b32a506a15e,29.59
2194,792e3400-ab37-430b-aace-1cc98a3b3b3c,,,,1,,1,,,,,,,,,Doutorado,,2,,,,,,2,,,2013,68125729-c357-4830-ba4d-ec3ca757c323,0.875
2195,2fadefa2-0062-47d3-b9ea-333ba30ac4bc,,,,,3,9,,2,2,5,,,2,1,Doutorado,2,31,,12,4,4,,20,,4,2010,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,14.975
2196,735fd4b0-92de-4891-a4e0-c6901d33e89d,3,,,2,,1,,2,2,,,1,8,,Pós-Doutorado,3,10,,,12,4,,13,,,2003,68125729-c357-4830-ba4d-ec3ca757c323,3.25
2197,e6d96ad2-ceae-42b5-9ad0-9e1b5ca12fb3,,,,1,1,1,,,,,,,1,,Doutorado,,2,2,2,,,,6,,1,2015,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,1.875
2198,32716e1b-7262-42ef-b948-3086cce30eb7,,,,,1,9,4,,,,,,,1,Pós-Doutorado,,19,3,10,2,2,,,,,2011,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,11.875
2199,217c3414-8892-4c96-b7b7-36d93ce00ac1,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
2200,8c17af31-86f6-458d-9407-e3a8c5eb90cc,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
