,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,first_doc,institution_id,ind_prod
0,9d2d9d1c-0af9-4dfe-8be1-fc26c8e8a227,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
1,1d6969ac-6797-4c31-83ac-8dd5303fb2a0,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
2,e3d19280-634d-41df-bfa1-83d7c5e8b86b,,,,3,,,,,6,2,3,,1,4,Doutorado,1,4,2,,,,,7,,6,2021,7d367bc2-5c74-4648-a637-7f5c3f4fac81,4.49
3,b64a650b-1f29-4c88-9e00-7625e0b17965,,,,,,,,,,,,,,,,,,,,,,,,,,2009,498cadc8-b8f6-4008-902e-76281101237d,0.0
4,a7a19490-84bd-4cea-b666-ac7d700945a1,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
5,28698d70-8ef0-44fd-b70a-09621873485d,,,,,,,,,,,,,,,,,,,,,,,,,,2015,68125729-c357-4830-ba4d-ec3ca757c323,0.0
6,9c11b1b5-1c8f-4216-8cc4-99b2fe7acec0,1,,,,,,,,,,,,1,,Doutorado,,,,,,,,,,,2021,498cadc8-b8f6-4008-902e-76281101237d,0.0
7,38434fa3-3ba6-42e4-9ae6-cfb7263962a1,,,,,,,,,,,,,,,,,,,,,,,,,,2011,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
8,e733058d-cdf0-4c99-a4b8-588ba3e5cf58,,,,,,,,,,,,,,,Doutorado,,,,,,,,1,,,2014,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
9,4b4a6930-84df-49b4-ad4f-17f8f9f65af1,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
10,9d8cb9cc-7270-4163-85a7-4ae0fb3dc4e9,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
11,70001996-2f25-46c3-8b93-9a77761602b9,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
12,84f63e52-e7f4-4efc-837b-12ee8e972343,,,,5,,,,,,1,,,,,Doutorado,,,,,,,,8,,,2017,498cadc8-b8f6-4008-902e-76281101237d,0.37
13,ae31fd81-2c5d-4eb5-81ac-7498a8c285ca,,,,,,,,,,,,,,,,,,,,,,,,,,2017,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
14,47c25911-3e44-4216-9ca6-4559f9fb7e32,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
15,1846cb5d-1965-4b8c-b093-ae18905049e1,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
16,44287c37-ce90-4711-99bc-b31adb8ba6b6,,,,,,,,,,,1,,,1,Mestrado,,,,,,,,1,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.25
17,ab208d74-b8fb-49e8-94c7-64bc06b12e69,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
18,1d29e9d1-9b86-4e18-ac74-7a3eeaf29c62,,,,,,,,,1,1,,,1,,Doutorado,,,,,,,,4,,,2023,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.87
19,96ba76bd-f613-4240-b957-9d36de7b5c35,,,,,,,1,,,,,,,,Graduação,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281109187d,0.75
20,e7514f07-0901-4971-bcd4-23f4b84e0105,,,,10,,2,2,1,1,,1,,,,Pós-Doutorado,1,23,3,27,,,,4,,,2009,498cadc8-b8f6-4008-902e-76281101237d,4.625
21,358b67e4-dba7-4942-b15e-caee049c911f,,,,,,,,,,,,,,,,,,,,,,,,,,2013,498cadc8-b8f6-4008-902e-76281101237d,0.0
22,a914a448-97b6-4559-8768-c26864fd5fce,,,,5,1,2,,,,,,,,,Pós-Doutorado,,,1,1,,,,,,,2015,68125729-c357-4830-ba4d-ec3ca757c323,2.75
23,e7146f29-6f30-449b-812c-92838623eb83,,,,2,,,,,,,,,,,Doutorado,,,,,,,,6,,,2013,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
24,b755a41f-69d6-4630-aa0c-bedd91e6c5a5,,,,,,,,,,,,,,,,,,,,,,,,,,2001,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
25,b096c2ce-a5a5-439d-af8a-2b46e632c79c,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
26,be5d5263-3591-4be7-8411-02ed3a9edc3b,,,,,,,,,,,,,,,,,,,,,,,,,,2017,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
27,92b5892c-b01a-4d1d-8868-df99f9afeaf9,,,,1,,,1,1,1,,3,,1,,Doutorado,2,11,2,1,,,,9,,,2018,68125729-c357-4830-ba4d-ec3ca757c323,2.625
28,08d16a19-b58a-48f8-adad-7547ad2d44ef,,,,6,5,10,5,1,4,,,,,,Doutorado,3,8,4,16,,,,14,,9,2010,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,20.125
29,be6fd074-f52b-472b-9a96-a428b8f1226c,,,,,,,,,,,,,,,Pós-Doutorado,,2,,,,,,43,,,2012,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
30,ca0da0e1-e21c-48a8-8cd7-032445b093fa,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
31,41b19e6f-3132-463a-b7e7-82e9af80b5eb,,,,13,,,,,,,,,,,Doutorado,,,,,,,,,,,2003,68125729-c357-4830-ba4d-ec3ca757c323,0.0
32,a8ad9f29-bb2e-4bd1-acf3-0897ad22f8a0,,,,,,,,,,,,,,,,,,,,,,,,,,2015,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
33,9c3c2d18-6403-4c7f-bd20-ce7e7f604402,,,,,,,,,1,1,,,,,Pós-Doutorado,,,,,,,,1,,1,2015,68125729-c357-4830-ba4d-ec3ca757c323,0.87
34,8cefa46c-f17c-433e-bc86-4dae86a0d46c,,,,,,,,,,,,,,,,,,,,,,,,,,2020,498cadc8-b8f6-4008-902e-76281101237d,0.0
35,5415a3d3-89d9-4cee-91f0-f0f58b6ebfba,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
36,1086bc8d-49e8-4616-b6f6-88d031908b17,,,,,,,,,,,,,,,,,,,,,,,,,,2013,498cadc8-b8f6-4008-902e-76281101237d,0.0
37,85df68b8-28b5-4221-b918-7e7f9e831d53,,,,2,,2,3,13,12,8,1,,4,3,Doutorado,5,48,10,1,3,,,36,,2,2021,7d367bc2-5c74-4648-a637-7f5c3f4fac81,21.335
38,17231281-7058-4a06-a11e-86b84662efea,,,,,,,,,,,,,,,Mestrado,,,,,,,,9,,,None,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
39,c3804410-1009-46a8-94b3-a975a21ff94b,,,,,,,,,,,,,,,,,,,,,,,,,,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
40,a08d1079-078c-4010-b69a-3a89340fb291,,,,,,,,,,,,,,,,,,,,,,,,,,1999,498cadc8-b8f6-4008-902e-76281101237d,0.0
41,785db7e3-2952-4e23-af88-442e4108db58,,,,,,,,,,,,,,,,,,,,,,,,,,1997,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
42,279fc5d5-4fe4-4791-9470-531111a26813,,,,,1,,,1,,,,,2,1,Mestrado,,,,,,,,19,,2,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,1.625
43,944445bc-dd35-4cc9-b767-3c9eb6a6dd69,,,,,,,,,,,,,,,Doutorado,,7,,,,,,19,,3,2014,68125729-c357-4830-ba4d-ec3ca757c323,0.0
44,05c23902-d443-461a-9c3c-c2d1b83f401f,,,,11,5,,5,3,8,4,,1,2,2,Pós-Doutorado,4,19,3,9,,,,24,,6,2011,68125729-c357-4830-ba4d-ec3ca757c323,16.23
45,3c1c59b5-15dd-4926-a9f3-6d754d476144,,,,4,,,,5,,,,,1,1,Doutorado,,9,9,18,,,,5,,14,2014,498cadc8-b8f6-4008-902e-76281109187d,3.125
46,1971df65-f72b-4520-a49b-6921d6679a56,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
47,faa33ad9-4364-4dc8-a94c-3c997dc23171,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
48,43d5ca7b-7def-406c-814b-3a45989d0050,,,,,,,,,,,,,,,,,,,,,,,,,,2010,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
49,ac40f662-2595-4fa6-b8dd-dc0038801840,,,,1,,,1,1,,,,,,,Especialização,,,,,,,,18,,3,None,498cadc8-b8f6-4008-902e-76281101237d,1.375
50,797158b1-fe37-4d02-b712-f60e93d72268,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
51,66b9be1f-4279-49c2-9ad2-07379a09c756,,,,4,,,,,1,1,,,1,,Doutorado,4,5,2,1,,,,5,,8,2020,498cadc8-b8f6-4008-902e-76281101237d,0.87
52,306b58c1-14c9-4b44-b385-463136d2dbbd,,,,,,,,,,,,,,,,,,,,,,,,,,2005,498cadc8-b8f6-4008-902e-76281101237d,0.0
53,80b82656-3200-443d-8fa0-6d9ebfa3a79b,1,,,,1,2,2,1,,,,12,2,,Pós-Doutorado,,8,1,3,3,4,,7,,,2012,7d367bc2-5c74-4648-a637-7f5c3f4fac81,6.375
54,c0842f22-44ba-4e5c-8eab-73499792df73,,,,,,,,,,,,,,,,,,,,,,,,,,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
55,46737437-021a-46ac-a5a7-32fa57555d4a,,,,,,,,,,,,,,,,,,,,,,,,,,2023,498cadc8-b8f6-4008-902e-76281101237d,0.0
56,1df95b82-f4fa-4c68-a27b-26603608a1d9,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
57,da62012d-f8e5-4b55-8293-7b0e3bbb29c1,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
58,4cfef9a2-3903-4acf-9235-e046bf5ab856,,,,,,,,,,,,,,,Mestrado,1,3,,,,,,9,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
59,077ebd72-99bd-446f-956d-8d14734edb14,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
60,c6528e67-f709-4b73-b7c6-e1ef5db0fcc0,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281109187d,0.0
61,1f468595-71bc-4931-bd9f-1b3873e8da04,,,,,1,,,1,,,,,,,Mestrado,,,,,,,,2,,,None,498cadc8-b8f6-4008-902e-76281109187d,1.625
62,05e85cf4-86af-4a7b-a1d6-1d2d6456cb2c,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
63,adb14f96-e310-4bcf-bec7-feab96758961,,,,,,,,,,,,,,,,,,,,,,,,,,2005,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
64,937e796b-8d8a-4f18-887b-5d1951b80751,,,,,,,,,,,,,,,,,,,,,,,,,,2005,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
65,da6c0b7c-c52e-49be-b610-3c3712392815,,,,,,,,,,,,,,,,,,,,,,,,,,2015,498cadc8-b8f6-4008-902e-76281101237d,0.0
66,a8ee5622-15b7-4bdb-8ee5-147e4d872938,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
67,058fa55f-e5a4-45d6-93c0-f1f20cdff828,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
68,7dc347b2-cade-4b9a-9e80-6d4d9159b96e,,,,,,,,,,,,,,,,,,,,,,,,,,2009,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
69,03577ce5-a5f4-4bd3-8ee8-d68d88e51951,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
70,a58df31a-c43c-44fb-bcd2-3c44e956ba41,,,,,,,,,,,,,,,,,,,,,,,,,,2011,498cadc8-b8f6-4008-902e-76281101237d,0.0
71,a8a52e35-e61d-43a6-8055-7a21227b5908,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
72,941279ba-79ba-497a-9e69-bf6d49dcba2a,,,,,,,,,,,,,,,,,,,,,,,,,,1992,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
73,0ae62ac0-4d46-4d10-ba8c-a533b6e39b23,,,,,,,,,,,,,,,,,,,,,,,,,,1998,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
74,b9fba537-236a-4836-a507-35957c0507a3,,,,,,,,,,,,,,,,,,,,,,,,,,2014,498cadc8-b8f6-4008-902e-76281101237d,0.0
75,2a870c84-5d30-4043-86d2-a378a4e11750,,,,,,,,,,,,,,,,,,,,,,,,,,2015,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
76,0e82f8b3-49b1-40f1-82e5-007c9d5788fc,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
77,c5d92692-50e8-4562-b5ce-e3fcbaa624be,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
78,0bfa787f-9516-4ef2-b4a5-aca572a4767f,,,,,,,,,,,,,,,,,,,,,,,,,,1998,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
79,332d6c05-fe97-4034-9533-9faeb681abaf,,,,,,,,,,,,,,,,,,,,,,,,,,2009,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
80,0ab18843-132a-4708-8575-4bc18d759342,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
81,bbdcd50d-ba19-4982-b646-914cffb59737,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
82,f5b894db-528f-48e8-be6b-adf872bb0c29,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
83,29d4c3c3-9658-47bd-b9ff-90557997897e,,,,,,,,,,,,,,,,,,,,,,,,,,2016,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
84,171cb8ee-fe88-468e-948f-92fde85e0f8a,,,,,,,,,,,,,,,,,,,,,,,,,,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
85,80a7bc69-b23c-45da-b878-a1cb92dc4c2a,,,,,,,,,,,,,,,,,,,,,,,,,,2023,498cadc8-b8f6-4008-902e-76281101237d,0.0
86,a9a5f93f-9bbd-4883-a456-84e8a5c31716,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
87,db56ae12-fa4e-4216-bdb9-27e6fd6c61f8,,,,,,1,,,,,,,,,Doutorado,,,,,,,,2,,,2001,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.875
88,39eb5e94-cf9f-4ae5-acd9-ee520a64b491,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
89,c170581d-cf1c-4477-becc-fe0048529785,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
90,93096a99-2649-4fb0-93d0-d94aa3aa5621,,,,,,,,,,1,2,,,,Doutorado,,1,,,,,,2,,,2014,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.87
91,e6464d21-1b48-4bcf-ae26-9761aff09e29,,,,,,,,,,,,,,,,,,,,,,,,,,2013,498cadc8-b8f6-4008-902e-76281101237d,0.0
92,77ce7dce-8b9a-4cf4-8def-c95604590699,,,,,,,,,,,,,,,,,,,,,,,,,,2023,498cadc8-b8f6-4008-902e-76281101237d,0.0
93,f455bf1a-5c9b-419d-9570-261240ed92c7,,,,,,,,,,,,,,,,,,,,,,,,,,2015,498cadc8-b8f6-4008-902e-76281101237d,0.0
94,f9dd4281-b25b-431e-b052-bcda60dcbd9f,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
95,b659751b-9aa9-4856-afab-08ada4f3cdee,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
96,2a615ba9-5cc4-4fea-a212-cf5d5f4612e9,,,,,,,,,,,,,,,,,,,,,,,,,,2021,498cadc8-b8f6-4008-902e-76281101237d,0.0
97,72ebf01b-439d-4733-87e8-e02ae0a3a607,,,,,,,,,,,,,,,,,,,,,,,,,,2019,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
98,31279073-de45-4f3c-8207-ab7c81634542,,,,1,,1,,,,1,,,,1,Doutorado,1,3,1,1,,,,4,,,2018,7d367bc2-5c74-4648-a637-7f5c3f4fac81,1.245
99,a0eefae9-de74-482e-bd58-86dce0c969d3,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
100,fb3fc6e3-a9c8-431e-af93-6c10c01f07b3,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
101,dd1a15f2-1e21-4134-9f81-e698f844bd68,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
102,c1d36b52-9e1d-4a1b-a47e-65fefd9b283e,,,,7,,1,8,1,1,,2,,1,,Pós-Doutorado,1,19,2,10,8,,,6,,4,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,8.5
103,b4d8e314-67f0-4fc3-8ff8-d617b8830c1a,,,,,,,,,,,,,,,,,,,,,,,,,,2010,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
104,8c77c4a1-883e-4b7d-bedc-47c5abe6d90a,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
105,90ad99bb-5635-442f-8544-7621a85655fa,,,,,,,,,,,,,,,,,,,,,,,,,,2011,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
106,4a77750a-580d-490f-8cb5-8ed0f11e16b2,,,,,3,1,,1,,8,,1,1,1,Doutorado,2,16,1,9,5,4,,5,,,2010,7d367bc2-5c74-4648-a637-7f5c3f4fac81,7.585
107,d136b0dd-4eeb-4d1d-a2ef-4cee5b81a0f1,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
108,9bf8e775-5073-4673-887b-803fb795d481,,,,,,,,,,,,,,,,,,,,,,,,,,2022,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
109,a1db145f-a4b5-455b-957a-af0b0c34c415,,,,,,,,,,,,,,,,,,,,,,,,,,2020,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
110,6d5ccc59-dd9c-4b8b-b442-626e3982c5f2,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
111,831db0b4-1039-47d3-b040-0d1ed520ade9,,,,,,,,,,,,,,,,,,,,,,,,,,2008,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
112,df781763-49c5-4591-a33f-4b4e5d586251,,,,,,,,,,,,,,,,,,,,,,,,,,2000,498cadc8-b8f6-4008-902e-76281101237d,0.0
113,1e246f5b-7bda-4dd9-a18e-1e6b663a3960,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
114,01dced1e-bfd9-431d-9a6a-9dd9147f5f70,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
115,f1a485aa-d437-40ae-a003-b92ec5be1365,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
116,429fd21f-683f-4ef9-bbca-05351161f676,,,,6,,,,,,,,,2,,Doutorado,,,4,3,,,,4,,,2009,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
117,e73a8884-cf8f-46ad-81a0-b135d01b8e40,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
118,76c46fcc-8eed-4c31-a211-c25f3194ac03,,,,,,,,,,,,,,,,,,,,,,,,,,2015,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
119,80743e1a-f557-4ecb-9222-e72c6959008f,,,,,,,,,,,,,,,,,,,,,,,,,,2022,498cadc8-b8f6-4008-902e-76281101237d,0.0
120,4e7a1536-7895-4d42-8a19-0e424640dba4,,,,,,,,,,,,,,,,,,,,,,,,,,2008,498cadc8-b8f6-4008-902e-76281101237d,0.0
121,4630f5f1-5f91-40a3-9301-9c84a828ae49,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
122,11387d52-cbe7-4a73-b10e-85911c03a002,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
123,0222f84f-8cee-4540-a3c8-a7bac63d5c3c,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
124,517edec7-7f65-44be-8a34-5a3925db8b15,,,,,,,,,,,,,,,,,,,,,,,,,,2002,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
125,ff1c764b-2976-4014-8478-751eb3164c07,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
126,79134d6f-fba8-437c-b11f-88a306f4e9b3,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
127,06e383df-8c5b-4326-aefa-c7216a263a65,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
128,5d5737ff-d057-4266-a1b3-fbb3db644980,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
129,caabebe1-40f2-47dc-9443-0359c886b80b,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
130,141b4177-f726-4cc8-aedc-a8575353c6f6,,,,1,,,,,,1,,,,1,Doutorado,,12,,,,,,27,,9,2021,68125729-c357-4830-ba4d-ec3ca757c323,0.37
131,d12b48a5-7fd5-49bd-8159-f6c43eb1f9d7,,,,1,,,,,1,1,,,,2,Doutorado,,,,,,,,54,,1,2014,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.87
132,56762bec-84a0-4e57-b60a-9468b396384e,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
133,272494e7-9660-4769-aebe-dbda31108ba2,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,2001,68125729-c357-4830-ba4d-ec3ca757c323,0.0
134,2f2f30d6-1e0d-4e74-b9ab-9976736c7b46,,,,2,,,4,,1,,,,,,Pós-Doutorado,5,17,2,3,1,,,10,,12,2019,7d367bc2-5c74-4648-a637-7f5c3f4fac81,3.5
135,96d9c465-e47c-4e10-b30e-60d37a1254d2,,,,,,,,1,,1,,,1,3,Mestrado,,,,,,,,28,,1,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.995
136,02b6dbe2-0959-41f5-94e3-cdf349e3b21d,,,,1,,1,2,1,1,,,,,,Doutorado,4,,1,,,,,,,,2021,7d367bc2-5c74-4648-a637-7f5c3f4fac81,3.5
137,9ebc43dc-b6b8-4cb0-89cb-ac568af8582e,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
138,ff372ec9-2cb8-4100-ba25-74b9c48ca5ad,,,,,,,,1,,,,,,,Doutorado,,5,,,,,,6,,3,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.625
139,3aa20b13-ff6b-4388-832a-feb1680e9a3a,,,,3,,4,1,,2,1,,,,,Pós-Doutorado,2,19,4,10,,,,10,,3,2015,68125729-c357-4830-ba4d-ec3ca757c323,5.62
140,4d460e32-21dc-4ca1-b0ed-17361a3d4d06,,,,,,,,,,,,,,,,,,,,,,,,,,2017,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
141,541d6b2c-d0b3-4168-a5e1-5674ffaa04da,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,2022,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
142,38ebe6b9-249c-425c-8d29-2255d854ccb7,,,,,,,,,,,,,,,Especialização,,,,,,,,4,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
143,9c1ec94e-c537-4158-8616-c10c7d43f45d,,,,,2,2,,2,,1,,,1,,Doutorado,2,17,,,,,,6,,3,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,5.37
144,86515eb4-5e46-4533-a670-86869d71b27f,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
145,636edd56-0374-4585-9afd-4934d7cf86ef,,,,,,,1,,,,,,,1,Pós-Doutorado,2,20,,1,,,,4,,1,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.75
146,e0188889-71c2-4018-8d2b-81dad3a00efd,,1,,,1,1,1,,2,,,,,,Pós-Doutorado,,8,5,15,2,,,8,,,2011,7d367bc2-5c74-4648-a637-7f5c3f4fac81,3.625
147,b820fbaa-f21c-4e91-8542-ade6d5f37c67,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,2,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
148,1383a2ad-0c67-409c-abea-c9235fa0004f,,,,,,,,,,,,,,,,,,,,,,,,,,1999,498cadc8-b8f6-4008-902e-76281101237d,0.0
149,350bed84-a397-4763-8c15-b897c81afa15,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281109187d,0.0
150,4ccbff57-3c88-46ae-aad4-d2dadbb41cc4,,,,,,,,,2,,,,,2,Doutorado,,2,2,1,,,,6,,,2005,7d367bc2-5c74-4648-a637-7f5c3f4fac81,1.0
151,fb4f7737-6a42-4c7f-85ff-2f5a63a8a1ce,,,,1,,,1,1,5,2,1,,1,,Doutorado,1,14,1,5,,,,11,,,2015,7d367bc2-5c74-4648-a637-7f5c3f4fac81,4.865
152,027d6275-d6bc-4daf-b031-47cc1875e048,,,,,,,,,1,,1,,,1,Mestrado,1,1,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.75
