,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,ind_prod
4052,099d2fd0-0b81-46cb-93fe-9d0f71b17dcc,,,,,,,,,,,,,,,Doutorado,1,1,,,,,,,,,0.0
4053,563d3091-20ce-43fd-801f-2e800411ef80,,,,,,,,,,,,,,1,Especialização,,,,,,,,1,,,0.0
4054,ca3cf00f-54a8-44db-9af8-a41fffce14c0,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,,0.0
4055,10efbd65-a386-4661-8365-15ed746bf8de,,,,,,,,,,,,,,,Doutorado,,,,,,,,2,,1,0.0
4056,876bd851-f625-4dd1-b712-24ecfce43a7b,,,,,,,,1,,,,,,,Mestrado,,,,,,,,2,,,0.625
4057,c03b1ca8-c2cd-49aa-a243-6b2e94f6e707,,,,1,1,,1,2,2,2,,1,5,1,Doutorado,2,9,2,8,7,,,6,,,4.865
4058,6c62ed55-8d73-420b-9e7b-ed3bbd64da92,,,,3,1,6,1,2,2,,3,2,,,Pós-Doutorado,,6,6,35,2,6,,13,,,10.25
4059,21747867-5a92-4340-8ee3-79dac0ed9cbd,,,,,,,1,,,,1,,,,Doutorado,,,2,,,,,5,,,1.0
4060,e8cdd468-5f74-4d3d-867d-8f49161c67d3,,,,1,7,7,4,9,3,,,,2,4,Pós-Doutorado,1,8,2,7,4,18,,3,,,23.25
4061,28b590a8-fcac-418f-8aec-b57e9ca2453e,,,,,,,,1,,,,,4,,Doutorado,,7,1,,,,,9,,,0.625
4062,a10324ca-b9b3-4131-b2b8-422fc485aabb,,,,,,,,,,,1,,,,Doutorado,,,,,,,,1,,,0.25
4063,9ef31c19-8919-41dc-b829-63b6dafa29c6,,,,,,1,,,,,,,,,Doutorado,,8,,4,,,,10,,,0.875
4064,27310d1a-d1c4-49af-9036-3b81ac92ff64,,,,,,,,1,1,,,,4,,Doutorado,,4,,,,,,12,,,1.125
4065,dcb4bd54-574c-471b-80ae-ac2ee578a886,,,,,12,5,1,2,,,,1,,4,Doutorado,,23,,20,3,30,,3,,,18.5
4066,be70617a-f927-4e70-bec0-a54b8c98a61f,,,,,,,,,,,,,,,Doutorado,,11,,,,,,,,,0.0
4067,2d4b90eb-1add-4a7e-92f0-9a9399426dfb,,,,,,,,,,,,,,,Doutorado,1,,1,2,,,,2,,,0.0
4068,7c757c0f-6080-4f75-b656-38a5188b7995,,,,,,,1,,,,1,1,,,Doutorado,,,,,,,,6,,,1.125
4069,22f0b48f-48a7-4d2d-9463-d31007b672e2,,,,,,,,,,,,,,,Especialização,,,,,,,,18,,,0.0
4070,63ea1227-21d0-4bae-a537-a31d97db2b3d,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4071,f5df1a19-9fb9-4d77-acc5-f640fadc3ee9,,,,,,,,,,,,,1,,Doutorado,,1,,,,,,4,,,0.0
4072,61f4a422-28a3-4c3b-b6e9-f1ab13a6a534,,,,,2,1,,1,,1,,,,,Pós-Doutorado,,2,3,3,1,1,,4,,,3.87
4073,8b690521-cba6-44b0-ac2b-0cf6617d290b,,,,,,2,,,,1,,,,,Doutorado,,2,,,,,,5,,,2.12
4074,73ff2648-6389-4402-94a9-391cb389b1eb,,,,2,,,,,,,,,,,Doutorado,3,5,,,,,,9,,,0.0
4075,0188627d-30c1-4b13-b3ab-fc1718f7b851,,,,2,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
4076,427bdf8f-d52b-42e8-a3de-4cd8accbf72a,,,,,,,,,,,,,,,Especialização,,,,,,,,4,,,0.0
4077,0b79a893-8d3f-4be0-bb89-4f7d4bea663b,,,,1,1,4,1,3,,,,,,1,Pós-Doutorado,,5,1,6,1,6,,1,,,7.125
4078,983fa715-c316-45b8-9966-af5ed56d3f41,,,,,,,,,1,,,,,,Mestrado,,3,,,,,,7,,,0.5
4079,65b924c7-8193-4f78-a352-3f977e664dc8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4080,8093853c-ea84-4ba5-bc40-115ef122c3d8,,,,,,,2,,2,,,,,,Doutorado,,,2,4,,,,8,,,2.5
4081,4853c10f-aa23-4c7a-a441-68f980cedee9,,,,,,,,,1,,,,,,Mestrado,,,,,,,,,,,0.5
4082,20abed5d-3cdd-4c87-8f46-98b8c1942b6d,,,,,,,1,,3,,,,2,,Mestrado,,,,,,,,13,,,2.25
4083,bb9e9a47-9ed9-470b-8411-ead394e24214,,,,1,,,,,2,1,1,,,,Doutorado,,,,,,,,8,,,1.62
4084,e071bd46-0d7f-47d3-ac81-eccbd1e7c93a,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4085,619017df-99b8-47ea-a224-34da7573023e,,,,2,,5,6,3,5,4,2,1,8,3,Pós-Doutorado,,7,3,8,,,,8,,4,15.355
4086,5502fab2-9f01-42f7-9216-c9b68ac5ccc9,,,,6,,,,,1,2,,,1,,Pós-Doutorado,,9,3,10,4,,,1,,,1.24
4087,c2df4546-7786-455a-af34-f9dc41637d82,,,,1,1,2,2,,3,,,,2,1,Pós-Doutorado,1,16,1,13,1,,,9,,,5.75
4088,e2cbdbcd-0f57-4584-963e-f5dd31a4e67c,,,,,,,,,10,3,,1,7,,Doutorado,,8,2,1,,,,11,,2,6.234999999999999
4089,05ba9568-a489-4141-ba76-c2803ec81129,,,,12,5,4,10,4,4,2,1,4,,1,Pós-Doutorado,2,5,2,2,,,,6,,,21.99
4090,5f87e997-4a4b-4741-95ba-44e8c4bbcca0,,,,,,,,2,1,,,1,1,,Pós-Doutorado,4,15,,6,,,,,,1,1.875
4091,64dec4a5-d723-49d2-a2c6-5afb9bffa210,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4092,f853c80a-1416-4117-8a7c-a227af42f13d,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4093,597d7851-73e1-4106-bcad-626e3423cdbc,,,,2,1,2,4,1,,1,,1,1,,Doutorado,4,2,,3,,,,15,,2,6.87
4094,09ac0d85-5b10-47ab-a611-460f8da5ccc5,,,,,,,,,,,,,,,Mestrado,1,2,,,,,,3,,,0.0
4095,34643fda-b84c-4ed5-b6fc-9eae383ca9a8,8,,,,,,,,,,,,,,Doutorado,,4,5,6,1,,,1,,,0.0
4096,0c6c5d0b-3e4d-4ce6-8d65-7db93513c5d6,,,,,,,,,1,,,1,1,,Mestrado,1,,,,,,,8,,,0.625
4097,d5fb3af3-1907-4f4b-8e0b-ab292ec1dce7,,,,8,,1,2,1,1,2,,,3,,Doutorado,3,50,4,41,4,3,,,,,4.24
4098,77ce302c-43f6-445b-a4da-c7ec565d8a9f,,,,,,,,,,,,,,,Doutorado,,2,,,,,,2,,,0.0
4099,e0bf2010-d848-4dbf-a532-ba8b5c350d07,,,,,1,,1,,1,2,1,1,2,1,Doutorado,2,13,2,9,,1,,5,,,3.365
4100,e670952a-6b7c-48c7-9f3b-49ae547112db,,,,,,,,3,1,1,,,,,Doutorado,,,1,,,,,14,,,2.745
4101,0f0b494c-cd7a-45cd-992e-c3be5c51afc8,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
4102,e24eefb1-675e-4809-abf1-41cae18995d5,,,,1,,,,,,,,,,,Mestrado,,,,,,,,16,,,0.0
4103,5907dca2-a781-4844-b973-07912e55293c,,,,10,3,11,6,8,5,8,8,1,12,3,Pós-Doutorado,4,26,2,12,6,5,,10,,9,29.71
4104,f194686a-9f6c-4be4-b7c3-da2ac879065c,,,,,2,2,1,1,,,,,,,Doutorado,,,,,,,,,,,5.125
4105,87d16f0e-7547-433c-bf09-b2101bd86487,,,,1,,,,,,,,,,,Doutorado,,,,,,,,22,,,0.0
4106,45084046-e281-4b43-a1a2-611ae251b268,,1,,,6,3,3,1,2,2,,,5,1,Doutorado,2,7,5,7,,5,,25,,,13.24
4107,715b2d93-b8c4-4d34-aa44-72758e9830e7,2,,,,3,6,,,,,,1,,2,Pós-Doutorado,,3,1,9,,9,,,,,8.375
4108,272f1ca3-88c3-4b13-afec-5a2d70f2647f,,,,4,,1,,1,1,,5,12,8,,Doutorado,3,15,,1,,,,34,,3,4.75
4109,06df50ba-b87d-4c8d-9b6b-4e399b6d14d2,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4110,68329ac2-db92-4b71-95b3-be737da79e68,,,,3,,1,,1,,4,,,1,1,Pós-Doutorado,,,,,,,,1,,1,2.98
4111,a2cfbdbf-be27-49aa-b82f-6d6f4fba024e,,,,,,,,,,,,,,,Doutorado,,,,,,,,7,,,0.0
4112,4eab1664-5c3e-4842-b9b9-e6d5920759d6,,,,,,,,,,,,,,5,Doutorado,,,,11,,,,7,,,0.0
4113,61c783fa-834b-44d5-bc12-eb81a29a1a35,,,,,,,,,,,,,,,Mestrado,,,,,,,,6,,,0.0
4114,632afb04-c32d-4583-9f24-214f5de825d1,,,,,2,,,,,,,,,,Pós-Doutorado,,7,,3,,2,,,,,2.0
4115,9e910945-4c11-4047-87d7-fe2af25698ad,,,,,1,,,,,,,,1,,Doutorado,,4,,,,,,5,,1,1.0
4116,de547719-a50c-4f47-83d4-38f37b369b9b,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4117,f08ab68a-8ccf-4104-bd39-a2427fb801ae,,,,,,,,2,1,,,2,2,1,Doutorado,2,18,1,5,4,,,16,,,2.0
4118,38aa63e0-16a2-4d33-8a46-e605ca44db94,,,,1,,,,,,,,,,1,Doutorado,,4,,,,,,4,,,0.0
4119,43e651e8-40a5-48e7-9d0d-df6d3293c084,,,,,,2,1,,,,,,,,Doutorado,2,9,2,8,,,,4,,,2.5
4120,b5e18cc3-f39e-4933-a3ba-c9b086b3374b,,,,,,,,,,,,,3,,Doutorado,,,,1,,,,,,,0.0
4121,17a35fba-dcdc-4743-b7ee-aa5f8b3a8660,,,,1,2,,,,,,1,,,,Doutorado,3,8,2,6,,,,1,,2,2.25
4122,8f6edaf6-6546-415a-b9d6-fa6f97578dc0,,,,4,,,1,,,,,,,,Especialização,,2,,,,,,23,,9,0.75
4123,3867dd98-86d8-4081-85a3-1be8f71e2584,,,,1,1,,,,,2,,,2,,Doutorado,5,22,,,,,,5,,3,1.74
4124,4b1eb66e-a72f-4cb2-bbb5-5b10783dd7a7,,,,39,,,1,1,3,,,,1,,Pós-Doutorado,3,20,3,6,,,,17,,3,2.875
4125,6ce9fba6-77fe-4e9c-aa22-002c441c0706,,,,,,,,,,,,,,,Mestrado,2,,,,,,,,,,0.0
4126,407b6188-06a4-4d33-91a9-da7fe97fc936,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
4127,dbb0bc1e-0ed5-4051-98dc-1ec4955df83c,,,,3,,,1,,,,,,,,Pós-Doutorado,,,1,2,,,,5,,,0.75
4128,feb9b4d8-dde6-4c07-b8c9-8de1f0e7f9f1,,,,1,,,,,,1,,,,,Mestrado,,,,,,,,20,,,0.37
4129,e15611f8-08f7-411a-ad47-ed059c381190,,,,,,,1,,,,1,,,,Doutorado,1,5,,,,,,6,,3,1.0
4130,e2521527-03f8-4330-8bb5-bb30d3e41a00,,,,,2,1,2,,2,2,,2,1,2,Pós-Doutorado,1,25,,13,5,8,,7,,,6.365
4131,d63ebed5-ef3b-44bd-8f24-e98a0ffad08f,,,,5,,,,1,,1,1,,,,Doutorado,2,7,5,8,3,,,,,,1.245
4132,114ef12b-1072-443f-985c-537d2367dca9,,,,2,,,,,,,,,,1,Doutorado,3,,,,,,,,,8,0.0
4133,f6aaa5e3-6327-48ee-9421-6effa38caf83,,,,,1,,,,,,,,,,Doutorado,,,,,,,,2,,,1.0
4134,89ed4c45-77a0-4bc0-b123-c101443e0657,2,,1,,7,12,6,5,1,,2,,2,1,Pós-Doutorado,4,15,3,16,2,15,,2,,,26.125
4135,d3a84458-1c57-4c47-ae57-82b3ae5a5f44,,,,,,,,,,,,,,,Doutorado,,,,1,,,,3,,1,0.0
4136,1a5befb0-bbd1-4cda-b7da-77cf83501973,3,,,,,,1,,,,,,7,,Pós-Doutorado,1,,,,,,,5,,,0.75
4137,a1ea1bf7-ca8b-4950-bbd0-42d854a04a88,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
4138,5e7d70bf-3700-4876-8411-f0a002ca3e1b,,5,,3,,,,,1,2,,,3,,Pós-Doutorado,2,1,,2,,,,4,,,1.24
4139,a2e55d27-8044-4d9c-9f3a-41f5f57264aa,,,,,,,,,1,,,,2,,Pós-Doutorado,,,2,7,1,,,6,,,0.5
4140,34cf982d-95cf-45c0-929a-9c9b6038af03,,,,,,,,,,,,,,,Doutorado,1,14,,7,,,,2,,,0.0
4141,6fcdd530-beaa-4f1b-824e-4a8973386394,,,,10,,,,,1,,1,,,,Doutorado,1,4,9,3,,,,6,,,0.75
4142,ee1ea552-bf80-43f8-9a7e-1ebd6a59755c,1,,,1,13,5,1,,,,,,,,Doutorado,,18,2,10,,2,,8,,,18.125
4143,be58818d-02af-4dc1-ad41-55a7a538ee8f,,1,,,,1,,,,,,,,,Doutorado,,2,,1,,,,,,,0.875
4144,eefc14d6-08f9-40bd-9150-62d2c30c0ad6,,,,,,,,,,,,,1,,Mestrado,,,,,,,,,,,0.0
4145,69cb6a3a-e988-489a-9dce-f2f20fcc4bff,,,,1,,,,5,,,3,1,,2,Mestrado,2,15,,,,,,45,,,4.0
4146,17ebb37b-cdbf-4061-9976-64bbf0622f47,,,,3,,,,,,,,,1,,Doutorado,,,,3,1,,,17,,,0.0
4147,7bed360f-63a3-4ded-85dd-3a32bf24eedd,,,,2,,,1,,,,1,,2,9,Doutorado,2,11,,,,,,11,,,1.0
4148,187a991e-fabb-4dc6-bb90-5227a92f2b49,,,,,,,,1,,,,,1,,Mestrado,,,,,,,,19,,,0.625
4149,6c780a6e-1e61-46d3-98ef-8efa067805aa,,,,1,,,,,,,2,,,,Doutorado,,10,,6,,,,1,,2,0.5
4150,639d71b0-3855-46bc-a9d1-9424e6fbe33b,,,,3,,1,1,,,1,,,,1,Pós-Doutorado,2,4,3,2,,,,12,,,1.995
4151,e0875da9-138a-4278-a1b0-c70d532e6211,,,,,,4,2,2,,,,3,,1,Doutorado,2,17,1,10,2,5,,2,,,6.625
4152,640dede6-ece6-455b-9fa8-17118b77ac35,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4153,6afaec9b-ceae-4068-95ba-c1bdefd30a6c,,,,1,2,1,,,,,,,1,,Doutorado,,10,,1,,2,,5,,,2.875
4154,9cc04e07-35f5-4fda-82db-cc7924488d84,,,,,,,,,,1,,,,,Mestrado,,,,,,,,3,,,0.37
4155,f292229d-ccc6-409b-aa5b-4ad6825f2c15,,,,5,4,1,,,,1,,,,1,Doutorado,2,,,,,,,3,,,5.245
4156,7f05d2f5-bcc5-4f86-a496-dcd98858b769,,,,,,,,,,,,,,,Pós-Doutorado,,,,,,,,,,,0.0
4157,be55ecf2-c855-4cc9-b60e-42e79039f2cc,,,,8,4,4,1,1,,,,,,,Doutorado,,3,2,5,,,,27,,36,8.875
4158,2a1d5939-3280-4f05-ad22-5886f1aaa18a,,,,3,,,,,,,,,,1,Mestrado,,,,,,,,7,,,0.0
4159,9c469e4d-6014-44a7-bf7b-d34272462777,,,,1,,,,,,,,,,,Doutorado,,,2,1,,,,3,,,0.0
4160,af8ff83e-2094-4fe7-b47b-03e8608bd36a,,,,1,4,4,4,1,,1,,,,,Pós-Doutorado,,1,1,6,1,4,,,,,11.495
4161,4d6be6c0-d148-4061-a976-c7a167d168cb,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4162,e16a147a-94cf-400c-bbe4-7c5e365bbc5c,,,,1,,,,,,,1,,,,Doutorado,,,,1,,,,1,,,0.25
4163,9256d5de-a3b1-4722-8cfc-abefd6198947,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4164,c893dc41-584a-42b8-a5e6-3144d4365418,,,,3,,,1,,3,2,,,,,Doutorado,,1,4,,,,,10,,,2.99
4165,39c5457d-23d5-45d2-b856-9d91fe9b3275,,1,,3,1,,1,,,,,,,,Doutorado,,2,2,7,6,5,,,,,1.75
4166,bc69fc67-8537-469c-8ec9-ecc4c059c910,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4167,d86df3fb-e9eb-4342-8187-bc7e8ab6a3f2,,,,,,,1,2,2,2,,,1,,Pós-Doutorado,2,21,,2,8,,,23,,,3.74
4168,9ff51425-7801-44bc-93ab-f475236cb15f,,,,,,,,,,,,,1,,Doutorado,,4,,,,,,1,,,0.0
4169,cfe3d0ea-eaca-4bb4-9bd7-d962560c61e1,,,,,,,,,,,,1,,,Mestrado,,,,,,,,12,,3,0.125
4170,cf7f34d1-9323-40e0-8f05-2704bcf53b05,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4171,effbda40-6543-4214-9681-0b1fcdf46761,,,,,,,,,,1,,,,,Mestrado,,,,,,,,30,,1,0.37
4172,18077110-1787-4200-a3ee-7d8fdb530c4a,,,,1,1,,,,,,,,,,Doutorado,,,,,,,,9,,,1.0
4173,645fa6cd-c5a0-4bed-a209-524b3f081b95,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,0.0
4174,3d9b62b2-146f-4099-ad0b-4e67aafe072e,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4175,c95b76f7-9460-4168-bcdc-71112859b681,,,,,5,,,2,1,,,,,,Doutorado,,,2,10,8,3,,15,,,6.75
4176,075f914a-bb5a-4a67-98c0-95d413b3ac0a,,,,,,,,,,,,,,2,Doutorado,,,,,,,,2,,1,0.0
4177,1e2c70aa-a1ed-4713-b458-02062d7005f4,,2,,,,,,,,,,,,,Mestrado,,,,,,,,3,,,0.0
4178,64ad6e16-9abb-45c9-a480-62322acd9a01,2,,,,,2,,,,,,,1,1,Pós-Doutorado,5,16,2,6,5,2,,6,,,1.75
4179,1c8a347c-189a-4a51-a4e4-c0843388e3fc,,,,1,,,,,1,,1,,2,,Mestrado,2,2,,,,,,12,,2,0.75
4180,5b559df5-6dac-46db-b585-1a92ca4b77f5,,,,5,,,1,,,,,,3,1,Doutorado,2,10,,,,,,7,,,0.75
4181,6d829c27-d9b2-4fa5-a8dc-97d9fd9cde75,,,,,,,,,,,,,,,Doutorado,,,,,,,,9,,14,0.0
4182,585a5be1-5953-4a2a-9155-afea44ae6846,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4183,c6fe650b-5ebd-4594-8e7b-f3f60661c538,,,,,,,,,,,,,,,Mestrado,,1,,,,,,36,,,0.0
4184,c2022082-ce05-4ed5-ba94-9b00b3b790eb,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
4185,ef70e970-0ea6-4ccf-8550-74aea05a499b,,,,,,,,,,,,,,,Doutorado,1,4,,2,,,,,,,0.0
4186,3c4d4845-ee88-4cec-b1ae-273cbf58a7c6,,,,,1,1,1,2,,1,1,,1,,Doutorado,,10,4,13,,1,,3,,,4.495
4187,0148fadd-86e8-421d-b022-6454fa955116,,,,,,1,,1,,,,,,,Doutorado,2,3,,,,,,4,,,1.5
4188,8d724f21-9a56-4cbd-b34f-60bf174b73ce,,,,2,,,,,,,,,,,Doutorado,,,,,,,,7,,3,0.0
4189,7d8ae83a-ff3f-4fa0-930c-98d177e18531,,,,20,4,6,10,9,2,2,1,1,16,2,Pós-Doutorado,,11,10,32,,,,25,,6,24.49
4190,df63cd75-67c2-4f90-9201-b8452f996798,,,,1,,,,,,,,,1,,Especialização,,1,,,,,,3,,,0.0
4191,b29d1590-a578-4c2e-9f83-1b84cf465144,,,,,1,2,1,3,4,1,,,,,Doutorado,,1,2,32,5,,,1,,,7.745
4192,aa7bc34e-3a95-4b69-a2d2-cb448a7a277e,,,,5,1,,,1,1,,,,,,Pós-Doutorado,1,2,,14,2,,,1,,,2.125
4193,56fad2f1-58ef-4c12-b398-6f1d3a9fd587,,,,,,,,,1,,,,,1,Doutorado,,2,,1,,,,9,,2,0.5
4194,abca599d-7377-4b77-9de8-e1f593e2fa5e,,,,,,,,,,,,,,,Doutorado,,,,,,,,4,,1,0.0
4195,b7b55bac-0361-4831-83b5-a0f5efe28ce5,,,,3,,,,,,1,,,1,1,Doutorado,1,1,1,,1,,,4,,4,0.37
4196,a9617351-8baf-400b-9e7b-8448eb4c8fb4,,,,2,,,,,2,,,,,1,Pós-Doutorado,,,,,,,,7,,4,1.0
4197,edc842cd-ecc3-4016-a673-a40530866fe1,,,,1,,,,,,,,,,,Doutorado,,,,,,,,1,,1,0.0
4198,d0bccda7-662d-4f24-aa53-60be2ebf0a4f,,,,10,,2,2,1,,,1,,,,Pós-Doutorado,1,23,5,24,,,,4,,,4.125
4199,6a6f7982-52cb-4931-b461-a26359f6eb93,,,,2,1,,,1,3,,,1,1,1,Pós-Doutorado,,,3,2,3,,,4,,,3.25
4200,fa79bd72-a31b-4fc7-b26f-2458e3a95880,,,,2,,,,1,,4,,,,,Doutorado,,,,,,,,8,,,2.105
4201,297faaf6-e6a9-4c8c-acd4-27f1800de5be,,,,,,,,,,,,,,1,Doutorado,,1,,,,,,4,,,0.0
4202,d9f70f92-7ccb-435e-a2e7-8feccc3c2cd5,,,,1,,1,,,,,,,,,Mestrado,1,1,,,,,,9,,,0.875
4203,96d574e8-adf5-48b1-b1cd-197c1f449401,,,,1,,,,,,,,,,,Mestrado,,,,,,,,3,,,0.0
4204,b114761e-66c9-46a1-b39e-1da8b5fe1b26,,,,1,,,,,4,1,,1,,,Mestrado,,,,,,,,6,,,2.495
4205,cb6171f5-55ee-455e-821a-665beae75101,,,,2,1,2,,,1,,,,,,Doutorado,2,13,7,10,,,,20,,2,3.25
4206,4893bc81-5bb0-4e69-9e91-a7d582fd4a47,,,,7,,,,1,4,1,1,,2,2,Graduação,1,1,,,,,,12,,,3.245
4207,edfaf3b8-c5ba-4db7-9cb8-db523f787cef,,,,12,,,1,1,2,,,,2,,Mestrado,,1,,,,,,15,,3,2.375
4208,17ade2ee-ce0f-4343-9a40-ae4e14705f40,,,,,,,,,,,,,,,Doutorado,,,,,,,,1,,,0.0
4209,db1e034b-da36-422e-a5fc-ced8c90e7009,,,,,,,,,1,,,,,,Mestrado,,,,,,,,2,,,0.5
4210,85cbc197-fa14-409f-b2d3-dc0d160dee89,,,,,,5,,,,,,,6,,Doutorado,,,,4,,,,1,,8,4.375
4211,d07f1fc6-1538-49e3-8365-2a2968db77d8,,,,3,1,,,2,,2,,,2,,Doutorado,,4,2,4,1,,,7,,,2.99
4212,1f8f62b5-11e1-4a24-af8a-e6d1f65eefb6,,,,2,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4213,dd4df021-35ff-4f50-8701-5cf40893d587,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,1,0.0
4214,f2ea266c-e6a1-471f-a908-53bda5ead6cb,,,,1,,,,,,,,,,,Mestrado,,,,,,,,5,,,0.0
4215,c8f3eadb-431a-4ccd-911d-2972afd694db,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4216,a255293a-d78d-4315-a51a-cf3a2b121abb,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,7,0.0
4217,fd7b2580-2531-457d-8914-3274e5fb4674,,,,,,,,,,,,,,2,Doutorado,,1,,,,,,,,3,0.0
4218,43a7da23-6963-4ddc-9788-14b4b5cbc23b,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,,0.0
4219,0055ec2d-213c-4ffc-9360-5b8d4aab167e,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4220,abf634e7-3748-4c60-8225-f381eccea907,,,,,,,,,,,,,,,Mestrado,,,,,,,,13,,1,0.0
4221,f32ea992-fbc7-4ffb-bdf2-5b6d8f3e2a3f,,,,,,,,,,,,,,,Doutorado,,,,,,,,8,,,0.0
4222,bace29b2-d78b-4563-8844-5435c8864579,,,,,,1,1,,1,,,,,,Pós-Doutorado,,8,2,2,,1,,5,,,2.125
4223,177fc105-b31a-4100-b36b-48a138a073cb,,,,,2,4,1,,2,,2,,,3,Pós-Doutorado,,20,2,7,,1,,7,,,7.75
4224,4cdbfdfd-90f5-49ff-a12e-4b07e37f9407,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
4225,7536367c-7566-4eb4-8d9f-3fa1d755b055,,,,2,,,2,,1,,,,,,Doutorado,2,,1,7,,,,2,,,2.0
4226,285a0666-50a2-42b1-956f-c352bfa72075,,,,,,,,,,,,,1,,Doutorado,2,,,,,,,,,,0.0
4227,1fec0a02-7f1a-4445-948e-4b0250f1c9c6,,,,,,,,,,,,,2,1,Doutorado,,,,,,,,23,,,0.0
4228,c8a0ef04-7e36-4ee3-8c93-c2ad148fedcf,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
4229,6243f83b-cab1-4d4e-9a26-dc53ce941740,,,,,,,,,,,,,,,Mestrado,,5,,,,,,8,,,0.0
4230,748d2637-cd47-403b-b8c8-01ee11a51edd,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4231,69062c86-62cc-46c2-8e70-30bb2f4a0234,,,,,,,,,,,,,,,Mestrado,,,,,,,,5,,,0.0
4232,46efa293-0041-4d60-9de6-29c590aff2b5,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,0.0
4233,5db1cddb-393e-4f78-8787-3579ccbd7816,,,,1,,,,1,,,,,,1,Mestrado,,1,,,,,,29,,,0.625
4234,83520d4e-d929-4dae-a75f-5e28283ca35d,,,,,,,,,,,,,1,,Mestrado,,,,,,,,,,,0.0
4235,45d0f03d-278b-4101-aa9a-29a88b251f1a,,,,4,,,,,,,,,,,Pós-Doutorado,,3,5,5,5,2,,9,,1,0.0
4236,2d60079c-59da-4b8b-a736-0c3707a47af3,,,,1,,,,,,,,,,,Doutorado,,,,,,,,7,,2,0.0
4237,25ffb6bc-f841-49f0-ab1d-0b2cec7a38b2,,,,1,,,,,,,,,,,Doutorado,,6,,,,,,11,,,0.0
4238,f42782e6-bbf1-40c5-b1ca-52fc401ceb37,,,,1,,,,,,,,1,,1,Doutorado,,,,,,,,8,,,0.125
4239,3459d646-8278-4a95-a9fa-022d8d2441e1,,,,,,,,,,,,,,,Pós-Doutorado,,,,4,,,,6,,,0.0
4240,c7c6834d-95a0-4df4-be9a-4ae4057add95,,,,1,,,,,,,,,,,Pós-Doutorado,,,,,,,,,,,0.0
4241,e4bbae75-e61f-4878-a210-af4541d91423,,1,,1,,,1,,3,2,1,,2,,Doutorado,,,,8,,,,,,,3.24
4242,508a37e9-404c-41ad-91a2-cb2914c799a7,,,,1,,,,,2,,1,,1,2,Pós-Doutorado,1,10,,,,,,9,,,1.25
4243,3256e5ee-e695-4c67-a1b8-6d5aff46b863,,,,,,,,,,,,,,,Pós-Doutorado,,,,,,,,,,2,0.0
4244,b80f1a25-7981-4862-b27f-959c80b4621e,,,,,,,,1,,,,,,,Especialização,,,,,,,,1,,,0.625
4245,60103880-0333-4d77-90f4-f8efa6a79566,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
4246,f3156199-c4a3-431f-9fac-1bc24e61be1a,,,,,,,,,,,,,1,,Mestrado,,,,,,,,3,,,0.0
4247,067e1b91-21a1-49bd-addd-77123cda624a,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4248,34ab3e4c-eccf-4aae-8280-8d7d8e01b558,,,,1,1,,,1,,,,,,,Mestrado,,,,,,,,,,,1.625
4249,dfc8a6ae-96b4-40aa-9c19-8b2ad7017e6e,,,,1,,,,,1,,1,,,,Doutorado,,,,,,,,12,,,0.75
