,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,ind_prod
549,93ce25a9-9f0a-47d7-8a1a-f731b9c84743,,,,,9,14,6,7,3,,,,,,Pós-Doutorado,3,4,1,2,2,3,,,,,31.625
550,89d1adea-e747-4cb8-b632-ea1a9cffafc5,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
551,0eea9256-3d17-4c3f-b9c4-a8f75c1b4612,,,,2,,,,,,,,,,,Doutorado,,,,,,,,8,,,0.0
552,a7dea430-2e85-4cb5-b9c5-f82e7de5206d,3,,,2,14,11,4,,,,,,,,Doutorado,1,6,3,14,1,7,,,,,26.625
553,aba2b3dc-c01d-4c9c-9500-5cfce8504acc,,,,,1,,,1,2,,,,,1,Pós-Doutorado,,9,1,5,,,,13,,,2.625
554,f9a0e686-d3eb-48c3-94b1-a5711bb51eda,,,,2,,,,,,,8,,5,2,Mestrado,2,13,,,,,,53,,2,2.0
555,fc95cebf-ec35-40de-b682-45d2ca7fc05d,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
556,f0575f1e-a197-45a0-861b-e4e2fab0560f,,,,,,1,1,1,,1,,,,1,Doutorado,1,,,,,,,8,,,2.62
557,b29a096d-764e-440f-8ce5-b9e36b911436,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,0.0
558,a130f810-ce2d-4fae-bf11-6699bae449ce,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,15,0.0
559,cb2875f1-6dcb-4f68-951f-cf87842d3169,,,,,,1,,,,1,,,1,,Mestrado,,1,,,,,,15,,,1.245
560,d5d1a27f-0e71-49ec-a0ae-b029df1614aa,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
561,1a308fa8-3029-483d-a3c3-bd1464be461e,,,,1,,,,,,,,,,,Doutorado,,4,3,6,,,,18,,,0.0
562,3e41bd3e-048e-49e5-a1ba-c59d3edbc635,,,,,,,,,,,,,1,,Mestrado,,,,,,,,,,,0.0
563,6bc9b915-335f-4112-939f-abc42b4a9bca,,,,,,,1,,2,,,1,2,,Mestrado,,3,,,,,,3,,5,1.875
564,039461b3-5166-45b8-bcbc-4f55eb19afb8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
565,a0adbb86-2713-4672-a89f-978497de3d51,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
566,d53f37de-4f92-40df-9209-7f89f86e6ad7,,,,,,,,,,,2,,,,Doutorado,,,,,,,,6,,,0.5
567,43c04587-3314-4988-a033-19502cdfc38b,1,,,,3,,,,,,,,,,Doutorado,,2,,,,,,5,,,3.0
568,34af1229-f292-439e-99d6-25bc1fee0191,,1,,,,,,,,,,,,,Doutorado,,,,,,,,3,,,0.0
569,463b7605-eb9f-4a9d-a49a-071c3eed4443,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
570,70d2e797-3c99-443d-af2c-df69c7e11d59,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
571,badf6514-ee5c-47de-9c71-e1e5e68c3919,,,,12,1,2,5,5,3,1,,,5,2,Pós-Doutorado,,6,1,2,,,,79,,9,11.495
572,afed4ecc-5221-4748-b4d8-eb5a39bf7a6e,,,,2,,,,1,2,2,,,,,Doutorado,,1,1,5,,,,10,,,2.365
573,484ddcf3-a3a1-43af-92fc-dcd1cc85d414,,,,,,,,,,,,,,,Pós-Doutorado,,,,,,,,2,,,0.0
574,3ac89fe2-7ad8-4a17-9824-da1220f30b70,,,,,2,2,,1,,1,,,,,Doutorado,2,20,,,,,,7,,3,4.745
575,6f15fc9b-b22c-460f-9a77-9d49b139f435,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
576,6b334186-f187-4e2d-a198-230d4c02b65b,,,,,,1,,1,2,,,,,1,Doutorado,,17,,9,,2,,9,,,2.5
577,e627cca6-36f4-462e-9b1d-8eefb7226955,,1,,,5,,,3,2,3,,2,,1,Doutorado,3,15,1,16,1,6,,12,,,9.235
578,89608d5c-d19f-4a1a-9a64-4166410d5a28,,,,1,1,1,,,,,,,1,,Doutorado,,2,2,2,,,,6,,1,1.875
579,a8a8c79a-b8eb-44f8-be83-c75e590f65a3,,,,17,,,,,,,,,,1,Mestrado,1,,,,,,,,,6,0.0
580,f0b53057-3064-4fd0-b7b0-85b4788c7b6c,,,,,,,,,,,,,,,Doutorado,,,,,,,,8,,,0.0
581,343ed3ea-f4df-4b1a-8f3f-7d5e4a15a673,,,,,,,,,,,,1,,,Mestrado,,,,,,,,20,,,0.125
582,eb922a74-f769-4e63-bdd4-00a9e08d23e9,,,,,,1,,,,,,,,,Especialização,,,,,,,,1,,14,0.875
583,83c53806-ba48-4283-8887-49e17ba96f5c,,,,4,,,2,1,1,1,,,2,2,Pós-Doutorado,1,3,2,13,2,2,,,,,2.995
584,33d8049d-3990-40bd-9146-926703a7f066,,,,1,,,,,,,,,,,Mestrado,,,,,,,,11,,,0.0
585,25ed37fb-b5fa-4526-9d59-939e699b7e7c,,,,,1,,,1,1,,,,,1,Especialização,,,,,,,,7,,,2.125
586,6fc9495b-ba84-45c9-a3ef-7fcf884b02eb,,,,2,1,,,,,,,,,,Doutorado,,,,,,,,4,,,1.0
587,095aae25-7cbd-4a33-8b49-d4e0d87e2399,,,,,,,,1,,,,,,,Doutorado,,5,,,,,,6,,3,0.625
588,21a799a7-9530-4869-8fa0-2a5f3f254e8d,,,,,,1,,1,,,,,3,1,Doutorado,11,18,,1,,,,20,,12,1.5
589,219d496b-b5d9-4cea-a636-de157e5cf8a8,,,,,,,,,,,,,,,Doutorado,2,3,2,,,,,,,,0.0
590,6aba086c-7733-45da-b7fa-9481253025ad,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
591,9a95462b-c1b6-431e-8185-c44dcc57e09e,,,,4,,,,,,,1,,,,Pós-Doutorado,,3,3,6,,,,9,,,0.25
592,a067a449-b1e3-4d6b-ad46-b6f7f0bdcb60,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
593,4163f034-8324-4215-bc8c-5fa0f3fe27c8,,,,,,,,1,,,1,,,,Doutorado,,8,1,3,,1,,7,,,0.875
594,b5f21051-5179-4f99-9f0f-53c60e9aa0f4,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
595,7af23fdc-7788-4c3f-b8ae-b25a5395ea36,,,,,2,1,2,,,,,,,,Pós-Doutorado,1,6,,,,,,3,,,4.375
596,8e320582-0095-440a-99cc-7c822c1f26ce,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
597,6f5ffa79-9f5d-4772-aecd-4ab242b8bc0c,,,,,,,,,1,,,,1,,Mestrado,,,,,,,,,,1,0.5
598,fa9f7f67-be2b-4459-b9b6-086271be9858,,,,,,,,,,1,,,,,Doutorado,5,1,,,,,,3,,,0.37
599,db6901c3-1ee6-4806-b952-9738c57887e6,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
600,36bb8a54-b05e-49fd-bc22-67eb8f84c1ce,2,,,,,,,,,,,,,,Graduação,,3,,,,,,6,,,0.0
601,6d3b2e08-43b6-4f42-9215-9e4a9bd9679d,,,,,,2,,1,,,,,2,,Pós-Doutorado,1,4,3,7,,,,8,,,2.375
602,2d58bffd-ea65-41f4-8678-c915647833d5,,,,,2,1,,,2,,,,1,,Pós-Doutorado,,,,10,,,,11,,,3.875
603,b02c667a-3055-41dd-a9dd-6cad457bb250,,,,,,,1,,,,,,,,Doutorado,,,,,,,,,,,0.75
604,33a24517-254a-42ca-81db-3fc47fc9fa45,,,,2,3,2,,1,,,,1,,,Doutorado,3,,1,,2,,,,,,5.5
605,d84e64ba-6bc1-4d9f-92f6-2d7aa0f23c6d,,,,,,,,,,,,,,,Especialização,,,,,,,,1,,,0.0
606,f52f022e-3a85-402f-aa98-64f8eea14c81,,,,1,,,,,1,,,,,,Doutorado,3,5,,,,,,8,,9,0.5
607,a11aeec6-ea22-420f-b1b4-d5540adc3736,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
608,584070eb-23c4-4a87-a2e1-c52ec935e9c4,,,,3,,,,1,1,,1,,1,,Especialização,,,,,,,,5,,3,1.375
609,a0f7cbf9-b300-45f6-a58f-cb368685a300,,,,,,,,1,,,1,,3,,Doutorado,,2,4,,,,,3,,,0.875
610,8b21d499-968a-4748-9067-26ad1fb5380d,,,,,,2,,,,,,,,2,Doutorado,1,3,,,,,,,,,1.75
611,ca508d24-c65d-4dff-8df3-5a58003d7244,,,,1,,1,,1,,,1,,,,Doutorado,,5,,1,,,,10,,3,1.75
612,c317a318-4cb6-44a2-876f-126b8f07951d,,,,8,,,,,1,,,2,,4,Doutorado,2,3,3,10,3,3,,24,,3,0.75
613,9c19f261-a172-4a4b-a7ff-3d37831065aa,,,,8,,,2,2,1,,,,,,Doutorado,,,,,,,,16,,9,3.25
614,9b072a0e-f942-4395-89fc-6d97e5729d73,,,,,,,,,,,,,,,Doutorado,,1,,,,,,2,,,0.0
615,6393757f-c750-449d-884e-1c85262d7e30,,,,,1,,1,,,,,,1,,Doutorado,,9,1,13,4,,,13,,,1.75
616,2d7045d7-8d11-49fc-b081-8a9432dc3752,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
617,79c84fc8-b5bf-405b-98aa-175ca4af8ccf,,,,,,1,,,,,,,,,Doutorado,,,,,,,,,,,0.875
618,05531a40-e780-4b72-85e7-9fc259e646e4,,,,,,1,1,1,,,1,,,,Mestrado,,,,,,,,7,,,2.5
619,41a3ff0f-0dbe-4442-8767-dce92c46da73,,,,13,2,1,,,,,,,,2,Doutorado,,1,,,,,,12,,1,2.875
620,ae05b2e1-aef4-4e86-a868-766182a573c8,,,,,,,,,,,,,1,,Mestrado,,,,,,,,4,,,0.0
621,bdcf53d7-032b-40a3-8e18-774caea1e0b3,,,,,1,1,,,,,,,,,Doutorado,2,5,,,,,,14,,,1.875
622,58e8e6b7-fe48-49bd-89f3-b86036bb9aec,,,,,,,,1,1,,,,,,Doutorado,1,3,,,,,,5,,,1.125
623,19b796b1-a5d4-44a0-873f-59d3f506bae0,,,,,,,,1,,,,1,,,Doutorado,,,,,,,,4,,1,0.75
624,314ea8d7-9cdd-49c4-a62f-78b4ddb2e1a6,,,,,,2,,,,,,1,,,Mestrado,,,,,,,,,,,1.875
625,d0fd826b-9744-4b69-874f-df50c9aa1c69,,,,,,,,3,1,5,,,,,Doutorado,,5,,3,,1,,11,,,4.225
626,a27d876b-9784-477b-aef5-be5f76e88d75,,,,1,4,2,7,,,,,,1,1,Pós-Doutorado,5,5,4,3,6,2,,,,,11.0
627,772ee8a1-2433-4a2a-b186-57b7ad17a325,,,,,,,,,,,,,,,Doutorado,,,,,,,,11,,,0.0
628,e779218f-8f8f-4b0a-b79f-a1be66dc2a93,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
629,0ed1e37b-ff07-4c9e-8268-b93bf1a6fc35,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
630,54623621-9ace-483b-81a4-f2862f3bb07f,,,,,,,1,,1,,,,,1,Doutorado,,,1,,,1,,5,,1,1.25
631,1c61750f-0a69-4cce-ae17-fa51a621db4b,,,,1,,,,,,,,,,,Especialização,,,,,,,,6,,,0.0
632,85ffde78-876a-4eac-a017-93ac328a9952,,,,2,,1,,,,,,,,,Doutorado,,,1,,,,,1,,,0.875
633,208650d5-dd1d-4154-b30b-2d590f7eca17,,,,7,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
634,3157d03b-3079-4d2c-b80a-77393a2a387b,,,,,,1,,1,,,1,,1,,Doutorado,,,7,5,2,,,3,,,1.75
635,c43638bd-cd84-4e5a-a695-c12b05199b30,,,,,2,1,2,1,,,1,,,1,Doutorado,,,,,,,,4,,,5.25
636,83f6b761-9fe3-487d-bcb7-e93dfc5b6338,,,,,1,,,,1,2,,,2,,Doutorado,,,,,,,,6,,1,2.24
637,fbfb3b86-14bb-4787-ad76-23740c84fa09,,,,7,7,4,5,2,3,2,,,2,3,Pós-Doutorado,,7,7,4,5,9,,20,,,17.74
638,13da9b13-9d69-44df-9a9c-697b6772c94d,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,0.0
639,38b92cb5-9fc4-4a9e-aa16-46090b86e150,,,,,,,,,,,,,,,Mestrado,,,,,,,,6,,1,0.0
640,f97949dc-d2cf-4d7c-8b42-4343ba777f8e,,,,,,,,,,,,,,,Doutorado,,,,,,,,14,,,0.0
641,0fb9769d-9c7a-43da-a1df-6d99a58418da,,,,1,,,,,,,,,,,Doutorado,,,,,,,,2,,,0.0
642,e7478ec0-f73e-4d0b-8cf0-2dd37bd1029f,,,,,1,1,,,1,1,1,,,1,Doutorado,,14,,,,,,10,,3,2.995
643,7b5b9152-b6da-4267-b1d4-95806ba44df1,,,,1,1,,2,,1,,,,1,1,Pós-Doutorado,,3,,2,,,,4,,4,3.0
644,ea5a692b-36b8-4295-9684-43aad64e2bcd,1,,,,,1,2,2,1,,,,,2,Pós-Doutorado,2,13,3,4,,,,,,,4.125
645,d4e795e5-412a-49cb-a8d7-cd9ad3cef8f2,,,,,,,,,,,,4,,,Doutorado,,,,,,,,,,,0.5
646,f5eddaaf-6275-408b-a246-a8b61cc575c8,,,,,,,1,1,,,1,,2,,Doutorado,1,13,7,5,1,4,,,,5,1.625
647,e5f95b68-37bc-41e6-b1fc-de29d86d9040,,,,,,,,1,,,,,,,Mestrado,,,,,,,,27,,,0.625
648,1d4a14c6-3a5e-4dea-9701-51a98464550a,,,,1,,1,2,1,,1,,1,,,Doutorado,2,5,3,3,,,,9,,3,3.495
649,dbcda187-8825-4015-8a8f-208dcfe4a14f,,,,,,1,,,,1,,,,,Doutorado,,,,,,,,2,,,1.245
650,850b10ec-579e-42a4-ad8a-d079e325d23e,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
651,1c791ea8-32ab-4d91-af8d-01e7e5f20f81,,,,,,,,,,,,,,,Doutorado,,,,7,,,,,,14,0.0
652,1b23518e-5373-4f96-a623-3d412a37c701,,,,,1,6,1,2,,1,,,,1,Pós-Doutorado,3,27,1,12,5,6,,2,,,8.62
653,46711c4a-7713-47fc-a12b-dc5752f5e66c,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
654,a85a5562-2f01-4211-84ab-ef1ccc8b4b39,1,,,1,1,1,2,1,,,3,4,2,,Pós-Doutorado,2,14,1,7,4,,,17,,,5.25
655,1b3a3a96-8291-4bfc-b8bd-f08d112f8a62,,,,,,,,,1,,,,,,Mestrado,,2,,,,,,6,,2,0.5
656,5ab54dc3-5ce2-4670-a44e-39130b910bcf,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
657,b08cf3b8-4de4-4f42-b3fe-991d77d19325,,,,9,1,5,2,3,2,1,,,2,,Pós-Doutorado,,9,6,31,,,,7,,2,10.12
658,83154005-5a0f-4492-aa17-b31095ee8753,,3,,,,,,,,1,,,,,Mestrado,,,,,,,,1,,,0.37
659,179004c2-152f-40da-b192-dfbf4b58cfb8,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,,0.0
660,4496cc88-a18c-4511-920d-cb6b346007e5,,,,5,,1,1,,4,,,,,,Pós-Doutorado,1,1,,,,,,7,,4,3.625
661,edfddd11-da43-4e4c-a977-ea627fa6a5b2,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
662,73f5d2db-f639-492c-87fd-3fd426087b84,,1,,,1,1,1,,2,,,,,,Pós-Doutorado,2,6,7,13,2,,,8,,,3.625
663,bb2346ea-693e-46c6-a79e-adafd6feb176,,,,7,,,,,,,,,,,Mestrado,,,,,,,,3,,,0.0
664,b13d2515-79a2-49e5-aa1b-1ad189ff5b59,,,,1,,,,,1,,,,,,Doutorado,,6,6,4,,,,8,,2,0.5
665,dd3bba10-3f1c-4e92-a615-efe08e08f02a,6,,,,10,12,8,10,6,2,,2,,2,Pós-Doutorado,8,28,7,22,14,7,,2,,,36.74
666,1bf9b9ba-9cda-43a2-b22f-b4c18757d911,,,,,,,,,,,,,,,Mestrado,,,,,,,,11,,,0.0
667,07db7b42-f624-444e-b3ec-a25aabd8559d,,,,,4,,1,2,13,6,5,,11,3,Doutorado,,23,9,9,,,,27,,20,15.969999999999999
668,a794750f-4ee1-4a96-afbc-a15ba7fdd8a9,,,,,,,,,,,,,,1,Mestrado,,,,,,,,5,,,0.0
669,fb996ca2-f6c6-46a1-8bc0-c0227f530517,,,,1,,1,,1,,1,,,,1,Mestrado,,1,,,,,,6,,3,1.87
670,d4abeee8-b4ca-4c1d-bc0a-41188b51aadd,,,,,20,6,1,4,,1,1,1,2,2,Pós-Doutorado,2,15,1,21,1,12,,,,,29.245
671,1b38f31d-8a31-4453-ae92-bcfd69a9f33b,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
672,4c167dcc-6913-497d-a481-f693d638ef39,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
673,4bb032fa-f76e-47e8-b5da-5b76f16c046a,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
674,dd80d7fc-fc68-4339-a8af-9bdc2bd515b6,,,,1,,,,,,,,,1,,Mestrado,,,,,,,,12,,,0.0
675,2abea7e4-4208-4693-9509-f35c40ba87cb,,,,11,,3,2,1,1,,2,1,3,,Pós-Doutorado,,25,1,27,,,,,,,5.875
676,f0e395b2-6fff-431a-baca-47cabf9f6c5d,,,,1,,,,,,,1,,1,1,Doutorado,3,9,,,,1,,6,,3,0.25
677,a6ff4f64-9a64-45f1-aeaf-6f4cf67bad54,,,,2,,,,,,1,,2,4,,Doutorado,,,,,,,,8,,,0.62
678,edfeb1fc-c08b-4b3b-a549-5da4c8262a22,,,,1,,,,,,,,,2,,Doutorado,,5,2,,,,,3,,2,0.0
679,c7454f27-7087-4fe7-8618-b74353180629,,,,1,,,,,,,,1,,,Doutorado,,,,,,,,,,,0.125
680,79ec474e-84de-441e-87ce-734ec4047f7d,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
681,9e25cfa4-d694-43fd-916c-c0511ed2a389,,,,,,,,,,,,,,,Doutorado,,,,,,,,15,,,0.0
682,0b194bc0-fffa-4297-9bce-21e9e7aa544d,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
683,4298f0d6-635a-4112-a7af-07d2103ea9f5,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
684,c1e89e86-3e1a-4a22-8073-883a56d5bef8,,,,,,,,,,1,,,,,Doutorado,11,14,,1,,,,4,,1,0.37
685,930a701e-d9b6-4ab0-88b7-c9fb9ffc721f,,,,,,,,,1,,,,1,,Mestrado,,1,,,,,,8,,1,0.5
686,ee563190-869c-4dc5-88db-1ab61a198def,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
687,efd3ef14-9dc9-4dbb-b675-00c3e1ec2df3,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,0.0
688,6a80db3a-1be1-43dd-8132-521ac1971ccf,,,,2,,,,,,,,,,,Doutorado,,7,,,,,,12,,,0.0
689,c1638ed3-346d-4532-821a-7ced446ccf32,,,,5,,1,3,7,13,1,3,3,7,1,Doutorado,3,13,2,5,,,,25,,1,15.495
690,033345f7-e704-4597-9ee4-9da1956862bb,,,,,,1,1,,,,,2,,,Doutorado,,,,,,,,4,,1,1.875
691,bc13f779-ad03-4eee-ba2b-3574510ae762,,,,1,,,,2,,,,,,1,Pós-Doutorado,,18,1,7,,,,8,,25,1.25
692,f98c1c6b-bf67-4b9b-9fde-e9c8d1dfd087,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,1,0.0
693,2d02eb9f-33b6-4e72-a013-ac4887af8e7f,,,,,,,,1,1,,,,,,Doutorado,3,4,,,,,,3,,,1.125
694,9ebab44c-b1e9-4860-b476-1fc75375182c,,,,,,,,,,,,,,1,Doutorado,,,2,7,,,,2,,,0.0
695,fb98964a-b009-4a78-a531-740a1c4f549a,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
696,7d41b5ed-b1e2-4185-b8de-3c9bec430c6c,,,,,,,,,,,,,1,,Mestrado,3,5,,,,,,14,,1,0.0
697,46ea184a-5d0c-4470-84da-28a027119602,,,,,,1,,,,,,,,,Doutorado,,,,,,,,6,,,0.875
698,9f9d505c-6b6c-47b3-8a1f-d73e9c094f0a,,,,,7,6,5,3,3,2,,,2,1,Doutorado,2,3,,3,1,,,2,,,20.115
699,5040efca-54f3-4f33-aa71-0c783638ea4d,,,,,1,,1,,3,1,1,,4,,Doutorado,1,3,1,,,,,18,,2,3.87
700,4abdaff2-33f1-46e8-ae85-14c70d5bc2ed,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
701,e74a4d58-8940-42cb-8024-4ad9cbf6b3fb,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
702,5c9e674c-d16a-401a-a3f7-2d6d201109d0,,,,37,,,,,,,,,,,Mestrado,,,,,,,,12,,3,0.0
703,dfca6902-07af-41b4-b377-8a6603af1dd5,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
704,eacaa460-31da-4c44-a9d4-5d3471e35cc8,,,,,,,,,,1,,,,,Mestrado,,3,,,,,,11,,,0.37
705,463cf895-f244-497f-a53f-4210cc0828b5,,,,4,,,,,,,,,,,Doutorado,,2,,,,,,5,,,0.0
706,82584c75-56ce-411a-af4a-214b740f37b2,,,,,,,,,,1,,,2,,Mestrado,,,,,,,,9,,,0.37
707,a5d42fc5-6e63-41d7-944d-b21f5dea7849,,,,1,3,4,5,10,2,2,,,1,1,Doutorado,,6,,10,1,8,,,,,18.24
708,980f78f1-0bb7-46ab-a0cd-e4b43b418c9e,,,,1,,,,1,,1,,,,,Pós-Doutorado,,,,,,,,,,,0.995
709,a30b0537-0c54-494f-bae9-29b850d9de1a,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
710,6a6ee17f-537f-45f5-bd3e-9142e30300bb,,,,2,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
711,1a09ec5b-d254-4178-b197-33b674bbc081,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
712,484edce4-9163-48b2-9ec2-3dc81751f176,,,,1,,,,,,,,1,,,Mestrado,1,6,,,,,,12,,1,0.125
713,5a025af0-fc30-4b6b-9286-610d2b67f5ac,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
714,46ab798d-68cf-4516-9585-897d404604d5,,,,,,,,,,,,,,,Especialização,,,,,,,,11,,,0.0
715,bdc9e772-46c6-4c1f-bec0-48ffcc852620,,1,,,,,,1,1,2,1,,,1,Doutorado,1,15,2,1,1,,,7,,1,2.115
716,79ac1e78-b825-4c15-a1f3-c30133f9a57f,,,,1,,,,,1,,1,1,1,,Especialização,,,,,,,,3,,1,0.875
717,2eb8a17e-4259-4c2b-8ff7-07839f9ea45c,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
718,ac6378eb-c31e-4b98-8293-9b63dc539473,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
719,3680ea49-b65a-46a6-a3d9-1c00a33b3fb4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
720,9abc6887-df2a-4c65-b0bd-fd2165248b01,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
721,d20e7e38-8892-4e96-befa-b2189b6232e0,,,,,,,,,,,,,,,Doutorado,1,2,,,,,,4,,,0.0
722,e628c9bd-4ede-4843-a4f3-72e41e0373b0,,,,2,,,,,,,,,,,Mestrado,,,,,,,,13,,1,0.0
723,05634fc1-3263-4a62-9ae5-0b2f6cdbfb14,,,,,,,,,,,,,,,Doutorado,,,,,,,,1,,,0.0
724,6fb9dc6b-6ba6-48e5-8534-df668c9f431e,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
725,1d4beb87-5e4e-4097-9971-925a1e8c5adb,,,,,,2,2,,1,,,,,,Doutorado,4,2,,1,3,,,19,,,3.75
726,7e3e06bc-23b0-4a5c-ae6b-4d885c4ced3e,,,,,,,,,,,,,,1,Mestrado,,1,,,,,,13,,,0.0
727,a2c1c1e1-304b-4994-addb-cd1d1734ce81,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
728,3b237dd4-ec83-4b12-8d45-c214381fb03e,,,,2,,,1,,,,,,,,Doutorado,,6,,3,,,,20,,,0.75
729,5ad292c0-13a3-4f7d-825c-d3418a1fb2f9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
730,75efd42f-bba9-4bbb-b053-6d2e95b5a0fa,,,,4,,,,,2,,,1,,1,Doutorado,,,,,,,,13,,,1.125
731,84103975-a81b-40f7-8c0f-a8c51e7c072b,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
732,c64ad435-e809-41b5-a08f-be3794acb94b,,,,2,,,,,,2,,,1,5,Doutorado,1,2,,,,,,9,,,0.74
733,7f0aa646-64f4-4b3d-b2f1-d858544626d1,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,2,0.0
734,4d90724e-1305-46dd-89dc-12b4ac2c8c32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
735,e6a00aa0-a711-40c8-bc0d-1f4668e14d0d,5,,,,1,2,,,,,,1,2,1,Doutorado,,,,,,,,9,,,2.875
736,3a6fe8d5-c2d2-470f-a95f-421f2fe453a2,,,,,,,,,,,,,,,Doutorado,2,,,,,,,4,,,0.0
737,0e397979-24a0-4957-91e1-99dea222a32a,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
738,3fa6ce34-694f-4505-a284-a4819e326112,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
739,f0e121d2-ac8b-4485-b661-b41affcb4729,,,,,6,4,1,1,1,1,,1,,,Pós-Doutorado,1,3,1,9,4,7,,,,,11.87
740,00acd703-8cba-45d9-9b87-a744ba691bad,,,,,,1,,,,,,,,,Doutorado,,,,,,,,5,,2,0.875
741,fc4178e7-0cd5-4358-ab00-9d1282ab5884,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
742,d66392d1-4bb7-4c14-8345-c10c2002fba8,,,,,3,1,2,,,,,,,,Pós-Doutorado,1,13,1,5,,,,1,,,5.375
743,597ab0fe-367f-4552-b54b-9e1effea40d9,,1,,,,,,,1,,,1,,,Pós-Doutorado,,,1,6,,,,,,,0.625
744,ba103b60-8bc7-4fad-bdf5-a54140c1b0de,,,,,,1,1,,,2,,,,2,Mestrado,,1,,,,,,2,,,2.365
745,ad0c389c-57c5-4919-bbbc-e760da6301d3,,,,12,,1,2,,1,1,,,,1,Pós-Doutorado,,23,,14,5,4,,6,,3,3.245
746,124f54a9-1bdc-4d4a-86fe-276c81ab6f62,,,,,1,,,,,,,,,,Pós-Doutorado,2,10,,2,,,,,,,1.0
747,2a70c36a-d481-4491-9a73-e41ef773c130,,,,,,,,1,,,,,,,Doutorado,6,6,5,5,2,,,3,,,0.625
748,b8229e66-590a-4e0c-b638-c9303f87f41d,,,,1,,1,1,,,,1,,,2,Doutorado,11,16,4,15,,,,5,,1,1.875
749,25383f66-7157-44d9-aca4-b2eb629ad581,,,,,,,,,,,,,,8,Doutorado,3,4,,,,,,,,,0.0
750,1d2bf133-2c08-4c55-b473-3323164317fc,,,,,2,4,1,1,,2,,,1,,Doutorado,3,24,3,11,4,4,,,,2,7.615
751,0f915660-3bba-41fc-9635-649d0b669411,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,1,0.0
