"lattes_id"
"0266088872758469"
"0292872937031759"
"0446706229127808"
"0551090415642086"
"0574339427889234"
"0599635334087299"
"1478725478440892"
"1561943558968312"
"2102737322213016"
"2181732512059532"
"2497464758880691"
"2615945359797952"
"3571769629354171"
"4048833155414372"
"4333030078443341"
"4559547325688326"
"4613444851026301"
"4834267838403268"
"5163142802737708"
"5528628636923256"
"5674134492786099"
"6013263704661816"
"6047091361895162"
"6682573429013192"
"6929907778416676"
"7738501527849967"
"8301036313755513"
"8505242457946777"
"8574823892870041"
"9059241796030829"
"9510757252098549"
"9938471150778557"
