,title,year,type,researcher_id,city_id,institution_id
42,Relatório Semestral Programa De Monitoramento Da Biodiversidade Aquática Na Área Ambiental I,2019,RELATÓRIO TÉCNICO,b0844463-5d6e-43ab-9e6d-c51e725be1b2,6f484c41-f65c-4916-aced-251aee85c401,498cadc8-b8f6-4008-902e-76281109187d
43,Relatório Final Pibid Uneb Fapesb - Projeto Institucional,2015,RELATÓRIO TÉCNICO,e7514f07-0901-4971-bcd4-23f4b84e0105,3938135b-0e5f-4351-aa66-f901e3c1e26b,498cadc8-b8f6-4008-902e-76281101237d
44,Inovações Linguísticas Brasileiras Em Manuscritos Do Tipo Cartas Pessoais,2015,RELATÓRIO TÉCNICO,f4b3b8c7-9818-4998-835b-c60c0294ed84,b647830b-e943-4c90-8a4a-d15d103c5bb1,68125729-c357-4830-ba4d-ec3ca757c323
45,Cracterização Das Vítimas De Tce Atendidas Pelo Samu-Salvador,2010,RELATÓRIO TÉCNICO,d4b43933-0575-4474-93ca-ca83a4b6a15a,c6a55f33-447c-48cc-8aa6-3c20e4225351,68125729-c357-4830-ba4d-ec3ca757c323
46,Registros E Memória Musical Indígena,2007,RELATÓRIO TÉCNICO,b7f2dd61-09b1-496b-88b8-056ca20e7a47,ac9a0dfe-7d8e-4a03-b96d-487a0ed108bf,498cadc8-b8f6-4008-902e-76281109187d
47,Relatório Do Projeto De Pesquisa: Publicações Na Bahia: Mapeamento E Diagnóstico Das Editoras Baianas,2015,RELATÓRIO TÉCNICO,4574367b-fab3-40e7-901a-78391c19bd46,efe0bd1e-948f-45f4-b6cc-5f598b3be689,68125729-c357-4830-ba4d-ec3ca757c323
48,Nível De Conforto De Familiares De Pessoas Adultas Internadas Na Uti De Um Hospital Público De Feira De Santana ? Ba.,2013,RELATÓRIO TÉCNICO,54d455db-ada2-4b89-8cce-b044b62227c2,e3490c73-8fb5-44dc-a947-42cb2acff526,7d367bc2-5c74-4648-a637-7f5c3f4fac81
49,Investigação Fonético-Fonológica Das Vogais Médias Abertas Em Posição Pretônica Na Fala De Vitória Da Conquista/ba,2009,RELATÓRIO TÉCNICO,769dfbea-69d7-457f-8a81-a43349b745d8,489d5818-1cf5-4c25-a0d6-2e9805478d01,08aa6e17-f9ae-4979-a399-5b32a506a15e
50,Relatório De Pesquisa 001/2009,2009,RELATÓRIO TÉCNICO,022b6c48-7e3b-49ed-bffd-a021f1679c98,c6a55f33-447c-48cc-8aa6-3c20e4225351,68125729-c357-4830-ba4d-ec3ca757c323
51,Projeto Integrado De Traumatismos Dentarios Na Infancia E Adolescencia,2017,RELATÓRIO TÉCNICO,8e694ac1-edb7-47ea-b696-4a34cf76f38b,c6a55f33-447c-48cc-8aa6-3c20e4225351,498cadc8-b8f6-4008-902e-76281101237d
52,O Cuidado Com Idosos Hipertensos Para Seus Familiares E Profissionais De Saúde:Um Estudo Fundamentado Nas Representações Socias,2006,RELATÓRIO TÉCNICO,86bdadfa-00c2-46a3-8c22-2a85675c9ff7,3938135b-0e5f-4351-aa66-f901e3c1e26b,68125729-c357-4830-ba4d-ec3ca757c323
53,"Traçando Metas, Vencendo Desafios: Práticas Educativas De Mulheres Camponesas",2018,RELATÓRIO TÉCNICO,eb9e3628-c923-4e92-bbe9-33a26ab6791a,74218aa7-26cb-46dc-912c-3278e22cf548,498cadc8-b8f6-4008-902e-76281101237d
54,Educação Inclusiva E Aquisição Da Linguagem: Alunos Autistas Em Salas De Aulas.,2019,RELATÓRIO TÉCNICO,48a05d9c-ecdc-4075-bbf0-825b9cf35002,083dd98e-e668-425a-aa9b-d4ecc297ea11,68125729-c357-4830-ba4d-ec3ca757c323
55,Random Reading Span Test,2018,SOFTWARE,4b0d8adc-dd01-47d7-83e6-69bd5626223a,20d82a02-7286-4800-a212-72411bfc8eee,68125729-c357-4830-ba4d-ec3ca757c323
56,Avaliação Da Resistência Genética De Plantas À Fitopatógenos De Interesse Do Agronegócio Baiano (data Do Relatório Semestral Iv: 01/08/2007; Relatório Pesquisador/uesb),2007,RELATÓRIO TÉCNICO,70a04f5f-52fb-43c2-bf0d-ea33558df2e0,489d5818-1cf5-4c25-a0d6-2e9805478d01,08aa6e17-f9ae-4979-a399-5b32a506a15e
57,Kimera - Cidades Imaginárias,2015,SOFTWARE,eff0f1a4-007e-43fa-87ce-bb4587e0b780,c6a55f33-447c-48cc-8aa6-3c20e4225351,68125729-c357-4830-ba4d-ec3ca757c323
58,Análise Instrumental Das Vogais Médias Fechadas [e] E [o] Produzidas Por Sujeitos Com Síndrome De Down,2014,RELATÓRIO TÉCNICO,828a220d-9e2d-4d27-9567-6c9aab8412d2,c580a6a0-b981-4c3e-b37c-d5f993be7d7b,08aa6e17-f9ae-4979-a399-5b32a506a15e
59,Sistema De Mapeamento De Competências Científicas Da Bahia (simcc-Ba),2022,SOFTWARE,9bb21a5b-b0da-4eb9-b069-1217411b00bc,f94a3929-5508-4268-85d3-75b71e955dc0,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
60,Programas De Atividade Física Para Pessoas Com Pré-Hipertensão E Pré-Diabetes: Avaliação Da Produção Científica Utilizando O Modelo Re-Aim,2019,RELATÓRIO TÉCNICO,50ad0729-5e59-4cd4-b831-dcbaeb96751a,ab1b0eff-e578-4fac-a5bb-538fbfe1e6f8,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
61,Histórias De Vida E Formação De Professores De Química,2007,RELATÓRIO TÉCNICO,4cd31918-f6e5-498d-ace8-dc96fd14548e,b654f05d-b5f4-4640-b207-9d9fed4cb47a,08aa6e17-f9ae-4979-a399-5b32a506a15e
62,Relatório Projeto De Pesquisa  Tipologias Da Interação Na Aula,2009,RELATÓRIO TÉCNICO,c065acc4-c176-41ca-866f-3a78e6fc0075,52951ebf-4a9c-41c4-a729-89512868144b,08aa6e17-f9ae-4979-a399-5b32a506a15e
63,Análise Química E Reaproveitamento Da Manipueira Gerada Em Casas De Produção De Farinha De Mandioca Do Sudoeste Da Bahia,2020,RELATÓRIO TÉCNICO,e91cccab-ceb8-48c3-b443-206c3468afa6,1e72ad7c-f345-492d-b251-e92863c6145c,08aa6e17-f9ae-4979-a399-5b32a506a15e
64,Relatório Anual (bolsista De Coordenação De Área De Subprojeto)  Pibid,2017,RELATÓRIO TÉCNICO,ff372ec9-2cb8-4100-ba25-74b9c48ca5ad,c6a55f33-447c-48cc-8aa6-3c20e4225351,7d367bc2-5c74-4648-a637-7f5c3f4fac81
65,Sol-Ar,2012,PATENTE,705e153c-9b42-49c2-ad13-f71fb2453924,063f22ab-fa80-421d-993d-ea4c08b0e3d1,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
66,Relatório Parcial De Iniciação Científica,2012,RELATÓRIO TÉCNICO,cae8920a-88c6-48f2-84fc-03ec7c17cf6e,e240c92f-939b-468d-869d-5628ecb1346e,68125729-c357-4830-ba4d-ec3ca757c323
67,Bitcash,2009,SOFTWARE,1301ae39-3b82-4ad5-9815-d788a07b4cc1,f94a3929-5508-4268-85d3-75b71e955dc0,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
68,Saneamento Básico - Lei 11.445/2007,2010,SOFTWARE,183269b6-58c0-4b4f-b8f2-833ae2e65c89,c6a55f33-447c-48cc-8aa6-3c20e4225351,68125729-c357-4830-ba4d-ec3ca757c323
69,Sistema De Cadastramento E Controle De Informações Para Avaliação Institucional,1995,SOFTWARE,d40c6bc3-4cec-481c-a959-1b7d0d7484ce,c6a55f33-447c-48cc-8aa6-3c20e4225351,498cadc8-b8f6-4008-902e-76281101237d
70,Relatório Do Subprojeto Linguagem Do Idoso- Aspectos Normais E Patológicos,2009,RELATÓRIO TÉCNICO,ade1cd62-d2a1-4196-884e-c0d503f029e4,3938135b-0e5f-4351-aa66-f901e3c1e26b,08aa6e17-f9ae-4979-a399-5b32a506a15e
71,Relatório De Projeto De Pesquisa 2012 ? Parcial,2013,RELATÓRIO TÉCNICO,31b614d2-311c-4fc1-b371-1c517ab987ef,6b1d8d2f-99c5-4136-bb25-c9da69699043,08aa6e17-f9ae-4979-a399-5b32a506a15e
72,Absenteísmo Por Doença Em Hospital Público Na Bahia,2009,RELATÓRIO TÉCNICO,81727ef3-b234-4f5d-ae0e-ff2806b3aa5d,c6a55f33-447c-48cc-8aa6-3c20e4225351,7d367bc2-5c74-4648-a637-7f5c3f4fac81
73,A Fala De Salvador - Relatório De Pesquisa,1999,RELATÓRIO TÉCNICO,adf284a0-e19f-46e9-8a1e-d92220026f71,c6a55f33-447c-48cc-8aa6-3c20e4225351,68125729-c357-4830-ba4d-ec3ca757c323
74,O Ensino De Biologia Celular Dentro De Um Sistema Conceitual: A Construção De Um Referencial Na Área,2020,RELATÓRIO TÉCNICO,cf201c17-4531-4a83-8dbc-58d5faa24f60,7296b748-06be-4700-87f1-499f206ca418,68125729-c357-4830-ba4d-ec3ca757c323
75,Relatório Técnico Parcial - Editais Temáticos Com Bolsas,2009,RELATÓRIO TÉCNICO,1df1de8d-fda8-48b2-bf80-49b24f42cd65,5d34d5d9-500f-434f-b089-22a00639e366,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
76,Salto No Vazio,2016,MARCA,c149f44d-4b86-4d1e-b72c-5a252168ea01,f2c400df-7bee-4626-aa67-7723730a5856,08aa6e17-f9ae-4979-a399-5b32a506a15e
77,Formulação Farmacêutica Contendo Látex Natural E Uso Da Mesma Para O Tratamento De Ferimentos Cutâneos,2021,PATENTE,2cf00dfc-3172-4307-b55e-3db6db55bcef,e17c3598-27b6-4feb-a010-d179a06aaba3,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
78,Relatório Final De Pesquisa De Mestrado,2008,RELATÓRIO TÉCNICO,d057b955-7918-4592-9e60-d02e36bf54c3,d4c38302-7733-4c71-b5f8-60e68d705be2,498cadc8-b8f6-4008-902e-76281109187d
79,Um Olhar Eletrônico Sobre A Capoeira Em Ilhéus E Itabuna.,2008,RELATÓRIO TÉCNICO,03d1da0e-ca5b-4857-b4bc-3ed2fcaa1b05,c6a55f33-447c-48cc-8aa6-3c20e4225351,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
80,Relatório Final De Projeto De Pesquisa `caracterização De Genes Relacionados A Produção De Basidiomatas De Moniliophthora Perniciosa,2013,RELATÓRIO TÉCNICO,42cabb10-155e-48d6-91fb-8c2f496cf809,86750451-61a1-4c07-904b-aa7a9223a83c,68125729-c357-4830-ba4d-ec3ca757c323
